family,subfamily,tumor_type,endpoint,source,n,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,p_permutation,permutations,permutation_exceedances,ncomp,seed,fastPLS_version,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier
oncogenic_pathway,oncogenic_pathway,READ,RTK RAS,SanchezVega2018_TableS4,107,76,31,0.510611205432937,0.0212224108658745,1,0,,1,20260951,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LGG,MYC,SanchezVega2018_TableS4,481,28,453,0.51013087354147,0.0202617470829392,1,0,,4,20260885,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LGG,NOTCH,SanchezVega2018_TableS4,481,120,361,0.509960757156048,0.0199215143120961,1,0,,10,20260903,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,TGF-Beta,SanchezVega2018_TableS4,337,24,313,0.508053780617678,0.0161075612353567,1,0,,3,20260978,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,TGF-Beta,SanchezVega2018_TableS4,942,59,883,0.507908324855558,0.0158166497111159,1,0,,3,20260980,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRP,NOTCH,SanchezVega2018_TableS4,255,31,224,0.505472350230415,0.0109447004608294,1,0,,2,20260893,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,TGF-Beta,SanchezVega2018_TableS4,443,47,396,0.50539974210187,0.0107994842037396,1,0,,6,20260972,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,HIPPO,SanchezVega2018_TableS4,143,26,117,0.502136752136752,0.00427350427350426,1,0,,3,20260862,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,MYC,SanchezVega2018_TableS4,451,103,348,0.49895379979913,-0.00209240040174086,1,0,,2,20260873,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRP,WNT,SanchezVega2018_TableS4,255,24,231,0.498376623376623,-0.00324675324675328,1,0,,3,20260992,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,NOTCH,SanchezVega2018_TableS4,412,143,269,0.498063275014948,-0.0038734499701043,1,0,,5,20260901,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRC,RTK RAS,SanchezVega2018_TableS4,336,47,289,0.497312817492454,-0.00537436501509236,1,0,,1,20260948,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,NRF2,SanchezVega2018_TableS4,337,22,315,0.496825396825397,-0.00634920634920633,1,0,,1,20260910,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,HIPPO,SanchezVega2018_TableS4,337,43,294,0.495768074671729,-0.00846385065654165,1,0,,10,20260864,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,THCA,PI3K,SanchezVega2018_TableS4,478,21,457,0.4945295404814,-0.0109409190371991,1,0,,1,20260929,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRP,PI3K,SanchezVega2018_TableS4,255,21,234,0.493589743589744,-0.0128205128205128,1,0,,1,20260921,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,NRF2,SanchezVega2018_TableS4,468,49,419,0.493497637718572,-0.0130047245628562,1,0,,4,20260907,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,NOTCH,SanchezVega2018_TableS4,443,137,306,0.493201660226134,-0.0135966795477315,1,0,,9,20260887,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,TGF-Beta,SanchezVega2018_TableS4,451,45,406,0.49263820470717,-0.0147235905856595,1,0,,1,20260971,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,NOTCH,SanchezVega2018_TableS4,143,46,97,0.489018377409234,-0.0219632451815329,1,0,,2,20260891,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,NRF2,SanchezVega2018_TableS4,238,20,218,0.488532110091743,-0.0229357798165137,1,0,,1,20260911,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRC,PI3K,SanchezVega2018_TableS4,336,55,281,0.488126819799418,-0.0237463604011646,1,0,,2,20260928,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,107,27,80,0.486574074074074,-0.0268518518518519,1,0,,1,20260984,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,PI3K,SanchezVega2018_TableS4,150,28,122,0.486533957845433,-0.0269320843091334,1,0,,1,20260920,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,MYC,SanchezVega2018_TableS4,443,53,390,0.486357039187228,-0.0272859216255442,1,0,,2,20260874,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,WNT,SanchezVega2018_TableS4,443,81,362,0.485846804447173,-0.0283063911056545,1,0,,7,20260987,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PRAD,TGF-Beta,SanchezVega2018_TableS4,389,25,364,0.483516483516484,-0.032967032967033,1,0,,4,20260973,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,TGF-Beta,SanchezVega2018_TableS4,238,30,208,0.482852564102564,-0.0342948717948718,1,0,,9,20260979,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRC,NOTCH,SanchezVega2018_TableS4,336,24,312,0.482371794871795,-0.0352564102564102,1,0,,1,20260900,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,SARC,NOTCH,SanchezVega2018_TableS4,222,48,174,0.479166666666667,-0.0416666666666666,1,0,,1,20260896,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,MYC,SanchezVega2018_TableS4,468,112,356,0.478882423756019,-0.0422351524879615,1,0,,9,20260876,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,NOTCH,SanchezVega2018_TableS4,150,21,129,0.477297895902547,-0.045404208194906,1,0,,2,20260892,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,NOTCH,SanchezVega2018_TableS4,337,87,250,0.475724137931035,-0.0485517241379311,1,0,,2,20260894,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,Cell Cycle,SanchezVega2018_TableS4,400,349,51,0.473987302657453,-0.0520253946850946,1,0,,1,20260839,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,222,25,197,0.472081218274112,-0.0558375634517766,1,0,,9,20260866,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRC,Cell Cycle,SanchezVega2018_TableS4,243,46,197,0.467722357095564,-0.0645552858088723,1,0,,1,20260852,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,MYC,SanchezVega2018_TableS4,143,32,111,0.466075450450451,-0.0678490990990991,1,0,,2,20260878,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,SARC,WNT,SanchezVega2018_TableS4,222,32,190,0.465625,-0.06875,1,0,,4,20260995,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,GBM,PI3K,SanchezVega2018_TableS4,71,40,31,0.46491935483871,-0.0701612903225807,1,0,,2,20260913,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,Cell Cycle,SanchezVega2018_TableS4,150,105,45,0.458730158730159,-0.0825396825396826,1,0,,2,20260843,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,SARC,PI3K,SanchezVega2018_TableS4,222,62,160,0.45695564516129,-0.0860887096774192,1,0,,10,20260924,0.99.20,,,1,1,C
