outcome_type,family,tumor_type,endpoint,p_permutation,q_value,q_value_global,q_value_outcome_wide,q_value_atlas_wide,tier
continuous,rna_pathway_activity,UVM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,BRCA,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,HNSC,HALLMARK_SPERMATOGENESIS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,TGCT,HALLMARK_INFLAMMATORY_RESPONSE,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,THCA,HALLMARK_ESTROGEN_RESPONSE_LATE,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,KIRC,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,LGG,HALLMARK_ANGIOGENESIS,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,GBM,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,GBM,HALLMARK_COMPLEMENT,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,TGCT,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,BLCA,HALLMARK_E2F_TARGETS,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,BLCA,HALLMARK_COMPLEMENT,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,STAD,HALLMARK_MYOGENESIS,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,TGCT,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,TGCT,HALLMARK_PEROXISOME,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,TGCT,HALLMARK_APOPTOSIS,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,KIRP,HALLMARK_XENOBIOTIC_METABOLISM,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,0.001,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,A
continuous,rna_pathway_activity,BRCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,GBM,HALLMARK_INFLAMMATORY_RESPONSE,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KICH,HALLMARK_E2F_TARGETS,0.001,0.0173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_E2F_TARGETS,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,GBM,HALLMARK_APOPTOSIS,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_P53_PATHWAY,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_ADIPOGENESIS,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,GBM,HALLMARK_XENOBIOTIC_METABOLISM,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_E2F_TARGETS,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_ADIPOGENESIS,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_INFLAMMATORY_RESPONSE,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_COAGULATION,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_MTORC1_SIGNALING,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,OV,HALLMARK_ADIPOGENESIS,0.001,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_SPERMATOGENESIS,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_G2M_CHECKPOINT,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,GBM,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.001,0.00433333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_COMPLEMENT,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_APOPTOSIS,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_APOPTOSIS,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_ANGIOGENESIS,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V2,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,GBM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_ADIPOGENESIS,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_GLYCOLYSIS,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V2,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_GLYCOLYSIS,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PCPG,HALLMARK_NOTCH_SIGNALING,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_BILE_ACID_METABOLISM,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_PEROXISOME,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_NOTCH_SIGNALING,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_KRAS_SIGNALING_UP,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_HYPOXIA,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,GBM,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_BILE_ACID_METABOLISM,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LGG,HALLMARK_APOPTOSIS,0.001,0.001625,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRP,HALLMARK_PEROXISOME,0.001,0.002,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V1,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,CESC,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_MTORC1_SIGNALING,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_FATTY_ACID_METABOLISM,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V1,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KIRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LIHC,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001,0.0013,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_APICAL_JUNCTION,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_INFLAMMATORY_RESPONSE,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V1,0.001,0.00288888888888889,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,UVM,HALLMARK_GLYCOLYSIS,0.001,0.00577777777777778,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.001,0.00236363636363636,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_KRAS_SIGNALING_UP,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,KICH,HALLMARK_G2M_CHECKPOINT,0.001,0.0173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,LUSC,HALLMARK_G2M_CHECKPOINT,0.001,0.00371428571428572,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_MYC_TARGETS_V1,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.001,0.00173333333333333,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,THYM,HALLMARK_G2M_CHECKPOINT,0.001,0.00157575757575758,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,ACC,HALLMARK_COAGULATION,0.001,0.00305882352941176,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,TGCT,HALLMARK_FATTY_ACID_METABOLISM,0.001,0.00106122448979592,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.001,0.00192592592592593,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_MYC_TARGETS_V2,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,CESC,HALLMARK_ALLOGRAFT_REJECTION,0.001,0.00472727272727273,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,BRCA,HALLMARK_IL2_STAT5_SIGNALING,0.001,0.00140540540540541,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,0.001,0.00216666666666667,0.00298279158699809,0.00417631578947368,0.00428925619834711,B
