outcome_type,family,tumor_type,endpoint,n,positive,negative,standard_evidence,evidence_maturity
continuous,rna_pathway_activity,GBM,HALLMARK_ANGIOGENESIS,96,,,FALSE,limited_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCS,HALLMARK_ESTROGEN_RESPONSE_LATE,53,,,FALSE,limited_evidence
continuous,rna_pathway_activity,MESO,HALLMARK_MTORC1_SIGNALING,75,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_INFLAMMATORY_RESPONSE,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_E2F_TARGETS,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_APOPTOSIS,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_UV_RESPONSE_DN,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,TGCT,HALLMARK_DNA_REPAIR,149,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ESCA,HALLMARK_P53_PATHWAY,155,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_NOTCH_SIGNALING,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_IL2_STAT5_SIGNALING,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_COMPLEMENT,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_COMPLEMENT,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_MYOGENESIS,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_ALPHA_RESPONSE,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,75,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_MYC_TARGETS_V2,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_IL2_STAT5_SIGNALING,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_INFLAMMATORY_RESPONSE,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_E2F_TARGETS,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_APICAL_JUNCTION,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V1,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_MYC_TARGETS_V1,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_IL6_JAK_STAT3_SIGNALING,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_IL6_JAK_STAT3_SIGNALING,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_HYPOXIA,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_E2F_TARGETS,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_KRAS_SIGNALING_UP,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_UP,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_COMPLEMENT,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_INTERFERON_ALPHA_RESPONSE,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_P53_PATHWAY,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,TGCT,GOBP_VITAMIN_B6_METABOLIC_PROCESS,149,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_MYC_TARGETS_V1,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_MYOGENESIS,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_APICAL_SURFACE,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_INTERFERON_ALPHA_RESPONSE,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_E2F_TARGETS,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,GOBP_VITAMIN_B6_METABOLIC_PROCESS,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_G2M_CHECKPOINT,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_APOPTOSIS,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_KRAS_SIGNALING_UP,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,TGCT,HALLMARK_HEME_METABOLISM,149,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_ANGIOGENESIS,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_ESTROGEN_RESPONSE_EARLY,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_G2M_CHECKPOINT,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V2,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_KRAS_SIGNALING_UP,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_INTERFERON_ALPHA_RESPONSE,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_MTORC1_SIGNALING,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_ALLOGRAFT_REJECTION,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_P53_PATHWAY,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_INTERFERON_GAMMA_RESPONSE,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,GOBP_VITAMIN_B6_METABOLIC_PROCESS,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCS,HALLMARK_P53_PATHWAY,53,,,FALSE,limited_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_NOTCH_SIGNALING,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_MYOGENESIS,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_INFLAMMATORY_RESPONSE,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,TGCT,HALLMARK_PI3K_AKT_MTOR_SIGNALING,149,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_NOTCH_SIGNALING,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_INTERFERON_GAMMA_RESPONSE,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_P53_PATHWAY,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_MITOTIC_SPINDLE,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_APOPTOSIS,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_UV_RESPONSE_UP,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_XENOBIOTIC_METABOLISM,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_SPERMATOGENESIS,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCS,HALLMARK_MYOGENESIS,53,,,FALSE,limited_evidence
continuous,rna_pathway_activity,GBM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,96,,,FALSE,limited_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_IL2_STAT5_SIGNALING,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_BILE_ACID_METABOLISM,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,75,,,FALSE,limited_evidence
continuous,rna_pathway_activity,TGCT,HALLMARK_INTERFERON_ALPHA_RESPONSE,149,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_E2F_TARGETS,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_HEDGEHOG_SIGNALING,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_ANDROGEN_RESPONSE,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_ESTROGEN_RESPONSE_LATE,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_COAGULATION,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_NOTCH_SIGNALING,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_MTORC1_SIGNALING,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_KRAS_SIGNALING_DN,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_ALLOGRAFT_REJECTION,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_UV_RESPONSE_UP,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V2,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_APICAL_JUNCTION,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,GBM,HALLMARK_KRAS_SIGNALING_UP,96,,,FALSE,limited_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_DNA_REPAIR,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_G2M_CHECKPOINT,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_MYC_TARGETS_V2,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_INTERFERON_GAMMA_RESPONSE,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_IL6_JAK_STAT3_SIGNALING,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,TGCT,HALLMARK_SPERMATOGENESIS,149,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_MTORC1_SIGNALING,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_UV_RESPONSE_UP,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_COAGULATION,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_UV_RESPONSE_UP,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_IL6_JAK_STAT3_SIGNALING,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_BILE_ACID_METABOLISM,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_INFLAMMATORY_RESPONSE,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_APOPTOSIS,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,COAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,424,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_COAGULATION,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_GLYCOLYSIS,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_PANCREAS_BETA_CELLS,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_ANGIOGENESIS,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_IL2_STAT5_SIGNALING,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,GBM,HALLMARK_PEROXISOME,96,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_GLYCOLYSIS,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_INFLAMMATORY_RESPONSE,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,GBM,HALLMARK_INTERFERON_GAMMA_RESPONSE,96,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_ANGIOGENESIS,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_P53_PATHWAY,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_HYPOXIA,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UVM,HALLMARK_TNFA_SIGNALING_VIA_NFKB,80,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_P53_PATHWAY,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UVM,GOBP_VITAMIN_B6_METABOLIC_PROCESS,80,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_KRAS_SIGNALING_UP,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_ALLOGRAFT_REJECTION,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_UV_RESPONSE_DN,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_ESTROGEN_RESPONSE_LATE,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_MYC_TARGETS_V2,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_P53_PATHWAY,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_COMPLEMENT,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UVM,HALLMARK_UV_RESPONSE_UP,80,,,FALSE,limited_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_MYOGENESIS,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UVM,HALLMARK_XENOBIOTIC_METABOLISM,80,,,FALSE,limited_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_GLYCOLYSIS,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_HEME_METABOLISM,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_UV_RESPONSE_DN,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_TGF_BETA_SIGNALING,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUAD,HALLMARK_NOTCH_SIGNALING,462,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCS,HALLMARK_KRAS_SIGNALING_UP,53,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_INTERFERON_GAMMA_RESPONSE,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,COAD,HALLMARK_ALLOGRAFT_REJECTION,424,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,176,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_ALLOGRAFT_REJECTION,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_SPERMATOGENESIS,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_ANGIOGENESIS,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_KRAS_SIGNALING_DN,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_GLYCOLYSIS,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_KRAS_SIGNALING_DN,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_APICAL_SURFACE,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_TNFA_SIGNALING_VIA_NFKB,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_COAGULATION,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_INTERFERON_GAMMA_RESPONSE,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,MESO,HALLMARK_IL2_STAT5_SIGNALING,75,,,FALSE,limited_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_COAGULATION,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BLCA,HALLMARK_MYOGENESIS,382,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,,,TRUE,standard_evidence
continuous,rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_HEDGEHOG_SIGNALING,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_APICAL_JUNCTION,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,HNSC,HALLMARK_DNA_REPAIR,442,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,HALLMARK_MTORC1_SIGNALING,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_HYPOXIA,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_PEROXISOME,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_ESTROGEN_RESPONSE_EARLY,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,THCA,GOBP_VITAMIN_B6_METABOLIC_PROCESS,503,,,TRUE,standard_evidence
continuous,rna_pathway_activity,ACC,HALLMARK_PEROXISOME,55,,,FALSE,limited_evidence
continuous,rna_pathway_activity,ESCA,HALLMARK_PANCREAS_BETA_CELLS,155,,,TRUE,standard_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UCEC,HALLMARK_ESTROGEN_RESPONSE_EARLY,492,,,TRUE,standard_evidence
continuous,rna_pathway_activity,BRCA,HALLMARK_SPERMATOGENESIS,1052,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_COMPLEMENT,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_KRAS_SIGNALING_UP,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,CESC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,267,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LGG,HALLMARK_TGF_BETA_SIGNALING,490,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_UV_RESPONSE_UP,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRC,HALLMARK_G2M_CHECKPOINT,510,,,TRUE,standard_evidence
continuous,rna_pathway_activity,COAD,HALLMARK_MYOGENESIS,424,,,TRUE,standard_evidence
continuous,rna_pathway_activity,SARC,HALLMARK_NOTCH_SIGNALING,252,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_ALLOGRAFT_REJECTION,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_ESTROGEN_RESPONSE_LATE,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_DNA_REPAIR,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V2,475,,,TRUE,standard_evidence
continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,400,,,TRUE,standard_evidence
continuous,rna_pathway_activity,UVM,HALLMARK_INTERFERON_GAMMA_RESPONSE,80,,,FALSE,limited_evidence
continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,69,,,FALSE,limited_evidence
continuous,rna_pathway_activity,LIHC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,358,,,TRUE,standard_evidence
continuous,rna_pathway_activity,KIRP,HALLMARK_ALLOGRAFT_REJECTION,272,,,TRUE,standard_evidence
continuous,rna_pathway_activity,STAD,HALLMARK_KRAS_SIGNALING_DN,354,,,TRUE,standard_evidence
continuous,rna_pathway_activity,LUSC,HALLMARK_APICAL_JUNCTION,475,,,TRUE,standard_evidence
