foundation_model,outcome_type,family,endpoint,source,eligible_cancers,retained_cancers,retained_cancer_percent,retained_cancer_codes
TITAN,continuous,rna_pathway_activity,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRP;PAAD;TGCT;THYM
GigaSSL,continuous,thorsson,Aneuploidy Score,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,COAD
ProvGigaPath,continuous,thorsson,Aneuploidy Score,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,COAD;STAD
TITAN,continuous,thorsson,Aneuploidy Score,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,COAD;LUAD;STAD;UCEC
GigaSSL,continuous,thorsson,B Cells Memory,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,B Cells Memory,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,B Cells Memory,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,B Cells Naive,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,thorsson,B Cells Naive,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,TGCT
TITAN,continuous,thorsson,B Cells Naive,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,TGCT
GigaSSL,continuous,thorsson,BCR Evenness,Thorsson2018_PanImmune_MS,20,0,0,""
ProvGigaPath,continuous,thorsson,BCR Evenness,Thorsson2018_PanImmune_MS,20,0,0,""
TITAN,continuous,thorsson,BCR Evenness,Thorsson2018_PanImmune_MS,20,0,0,""
GigaSSL,continuous,thorsson,BCR Richness,Thorsson2018_PanImmune_MS,21,0,0,""
ProvGigaPath,continuous,thorsson,BCR Richness,Thorsson2018_PanImmune_MS,21,1,4.76190476190476,THCA
TITAN,continuous,thorsson,BCR Richness,Thorsson2018_PanImmune_MS,21,1,4.76190476190476,THCA
GigaSSL,continuous,thorsson,BCR Shannon,Thorsson2018_PanImmune_MS,21,0,0,""
ProvGigaPath,continuous,thorsson,BCR Shannon,Thorsson2018_PanImmune_MS,21,0,0,""
TITAN,continuous,thorsson,BCR Shannon,Thorsson2018_PanImmune_MS,21,1,4.76190476190476,THCA
GigaSSL,continuous,thorsson,CTA Score,Thorsson2018_PanImmune_MS,27,0,0,""
ProvGigaPath,continuous,thorsson,CTA Score,Thorsson2018_PanImmune_MS,27,1,3.7037037037037,KIRC
TITAN,continuous,thorsson,CTA Score,Thorsson2018_PanImmune_MS,27,1,3.7037037037037,KIRC
GigaSSL,continuous,thorsson,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Eosinophils,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Eosinophils,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Eosinophils,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Fraction Altered,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,KICH;STAD
ProvGigaPath,continuous,thorsson,Fraction Altered,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,KICH;LUAD;STAD;UCEC
TITAN,continuous,thorsson,Fraction Altered,Thorsson2018_PanImmune_MS,28,6,21.4285714285714,LUAD;PAAD;PRAD;SARC;STAD;UCEC
GigaSSL,continuous,thorsson,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
ProvGigaPath,continuous,thorsson,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,LUAD;UCEC
TITAN,continuous,thorsson,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,28,8,28.5714285714286,COAD;KIRP;LIHC;LUAD;SARC;STAD;THYM;UCEC
GigaSSL,continuous,thorsson,IFN-gamma Response,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,HNSC;THCA
ProvGigaPath,continuous,thorsson,IFN-gamma Response,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,HNSC;THCA
TITAN,continuous,thorsson,IFN-gamma Response,Thorsson2018_PanImmune_MS,28,5,17.8571428571429,HNSC;KIRC;LUAD;SKCM;THCA
GigaSSL,continuous,thorsson,Indel Neoantigens,Thorsson2018_PanImmune_MS,22,0,0,""
ProvGigaPath,continuous,thorsson,Indel Neoantigens,Thorsson2018_PanImmune_MS,22,0,0,""
TITAN,continuous,thorsson,Indel Neoantigens,Thorsson2018_PanImmune_MS,22,0,0,""
GigaSSL,continuous,thorsson,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,27,0,0,""
ProvGigaPath,continuous,thorsson,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,27,0,0,""
TITAN,continuous,thorsson,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,27,1,3.7037037037037,THYM
GigaSSL,continuous,thorsson,Leukocyte Fraction,Thorsson2018_PanImmune_MS,27,10,37.037037037037,BLCA;COAD;KIRC;KIRP;LIHC;LUAD;SARC;SKCM;TGCT;THCA
ProvGigaPath,continuous,thorsson,Leukocyte Fraction,Thorsson2018_PanImmune_MS,27,11,40.7407407407407,BLCA;CESC;COAD;KIRC;KIRP;LIHC;LUAD;SARC;SKCM;TGCT;THCA
TITAN,continuous,thorsson,Leukocyte Fraction,Thorsson2018_PanImmune_MS,27,14,51.8518518518519,BLCA;GBM;HNSC;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;SARC;SKCM;TGCT;THCA;UCEC
GigaSSL,continuous,thorsson,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,28,11,39.2857142857143,BLCA;COAD;KIRC;KIRP;LIHC;LUAD;SARC;SKCM;TGCT;THCA;THYM
ProvGigaPath,continuous,thorsson,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,28,12,42.8571428571429,BLCA;COAD;KIRC;KIRP;LIHC;LUAD;LUSC;SARC;SKCM;TGCT;THCA;THYM
TITAN,continuous,thorsson,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,28,17,60.7142857142857,BLCA;CESC;COAD;HNSC;KIRC;LGG;LIHC;LUAD;LUSC;MESO;SARC;SKCM;STAD;TGCT;THCA;THYM;UCEC
GigaSSL,continuous,thorsson,Macrophage Regulation,Thorsson2018_PanImmune_MS,28,9,32.1428571428572,BLCA;COAD;KIRP;LGG;LIHC;SARC;SKCM;TGCT;THCA
ProvGigaPath,continuous,thorsson,Macrophage Regulation,Thorsson2018_PanImmune_MS,28,12,42.8571428571429,BLCA;COAD;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;SARC;SKCM;TGCT;THCA
TITAN,continuous,thorsson,Macrophage Regulation,Thorsson2018_PanImmune_MS,28,16,57.1428571428572,BLCA;CESC;COAD;GBM;KIRC;KIRP;LGG;LIHC;LUAD;PRAD;SARC;SKCM;STAD;TGCT;THCA;UCEC
GigaSSL,continuous,thorsson,Macrophages M0,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Macrophages M0,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Macrophages M0,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,SARC
GigaSSL,continuous,thorsson,Macrophages M1,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
ProvGigaPath,continuous,thorsson,Macrophages M1,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,KIRP
TITAN,continuous,thorsson,Macrophages M1,Thorsson2018_PanImmune_MS,28,3,10.7142857142857,KIRP;THCA;THYM
GigaSSL,continuous,thorsson,Macrophages M2,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,thorsson,Macrophages M2,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,TGCT
TITAN,continuous,thorsson,Macrophages M2,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,KIRP;TGCT
GigaSSL,continuous,thorsson,Mast Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Mast Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Mast Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Mast Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Mast Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Mast Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Monocytes,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Monocytes,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Monocytes,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,NK Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,NK Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,NK Cells Activated,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,NK Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,NK Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,NK Cells Resting,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Neutrophils,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Neutrophils,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Neutrophils,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,28,3,10.7142857142857,LUAD;STAD;THYM
TITAN,continuous,thorsson,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,COAD;LUAD;STAD;THYM
GigaSSL,continuous,thorsson,Number of Segments,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,SARC;STAD
ProvGigaPath,continuous,thorsson,Number of Segments,Thorsson2018_PanImmune_MS,28,3,10.7142857142857,LUAD;STAD;UCEC
TITAN,continuous,thorsson,Number of Segments,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,LUAD;SARC;STAD;UCEC
GigaSSL,continuous,thorsson,Plasma Cells,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Plasma Cells,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,Plasma Cells,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THCA
GigaSSL,continuous,thorsson,Proliferation,Thorsson2018_PanImmune_MS,28,9,32.1428571428572,KICH;KIRC;KIRP;LIHC;LUAD;PRAD;STAD;THCA;THYM
ProvGigaPath,continuous,thorsson,Proliferation,Thorsson2018_PanImmune_MS,28,10,35.7142857142857,ACC;KICH;KIRC;KIRP;LIHC;LUAD;PRAD;STAD;THCA;THYM
TITAN,continuous,thorsson,Proliferation,Thorsson2018_PanImmune_MS,28,15,53.5714285714286,BLCA;KICH;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;PRAD;SARC;STAD;TGCT;THCA;THYM;UCEC
GigaSSL,continuous,thorsson,SNV Neoantigens,Thorsson2018_PanImmune_MS,27,2,7.40740740740741,COAD;THYM
ProvGigaPath,continuous,thorsson,SNV Neoantigens,Thorsson2018_PanImmune_MS,27,2,7.40740740740741,COAD;LUAD
TITAN,continuous,thorsson,SNV Neoantigens,Thorsson2018_PanImmune_MS,27,2,7.40740740740741,COAD;THYM
GigaSSL,continuous,thorsson,Silent Mutation Rate,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,Silent Mutation Rate,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,LUAD;STAD
TITAN,continuous,thorsson,Silent Mutation Rate,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,COAD;LUAD;STAD;UCEC
GigaSSL,continuous,thorsson,Stromal Fraction,Thorsson2018_PanImmune_MS,27,8,29.6296296296296,BLCA;KIRP;LIHC;LUAD;LUSC;SKCM;TGCT;THYM
ProvGigaPath,continuous,thorsson,Stromal Fraction,Thorsson2018_PanImmune_MS,27,8,29.6296296296296,BLCA;KIRP;LIHC;LUAD;LUSC;SKCM;TGCT;THYM
TITAN,continuous,thorsson,Stromal Fraction,Thorsson2018_PanImmune_MS,27,11,40.7407407407407,BLCA;GBM;HNSC;KIRP;LIHC;LUAD;LUSC;SARC;SKCM;TGCT;THYM
GigaSSL,continuous,thorsson,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
TITAN,continuous,thorsson,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,STAD
GigaSSL,continuous,thorsson,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,28,0,0,""
GigaSSL,continuous,thorsson,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,26,1,3.84615384615385,THYM
ProvGigaPath,continuous,thorsson,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,26,1,3.84615384615385,THYM
TITAN,continuous,thorsson,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,26,1,3.84615384615385,THYM
GigaSSL,continuous,thorsson,T Cells CD8,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,UCS
ProvGigaPath,continuous,thorsson,T Cells CD8,Thorsson2018_PanImmune_MS,28,0,0,""
TITAN,continuous,thorsson,T Cells CD8,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,LUSC
GigaSSL,continuous,thorsson,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
ProvGigaPath,continuous,thorsson,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
TITAN,continuous,thorsson,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
GigaSSL,continuous,thorsson,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,28,0,0,""
ProvGigaPath,continuous,thorsson,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
TITAN,continuous,thorsson,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,28,1,3.57142857142857,THYM
GigaSSL,continuous,thorsson,T Cells gamma delta,Thorsson2018_PanImmune_MS,25,0,0,""
ProvGigaPath,continuous,thorsson,T Cells gamma delta,Thorsson2018_PanImmune_MS,25,0,0,""
TITAN,continuous,thorsson,T Cells gamma delta,Thorsson2018_PanImmune_MS,25,0,0,""
GigaSSL,continuous,thorsson,TCR Evenness,Thorsson2018_PanImmune_MS,25,0,0,""
ProvGigaPath,continuous,thorsson,TCR Evenness,Thorsson2018_PanImmune_MS,25,0,0,""
TITAN,continuous,thorsson,TCR Evenness,Thorsson2018_PanImmune_MS,25,0,0,""
GigaSSL,continuous,thorsson,TCR Richness,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,SKCM;TGCT;THCA;THYM
ProvGigaPath,continuous,thorsson,TCR Richness,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,SKCM;TGCT;THCA;THYM
TITAN,continuous,thorsson,TCR Richness,Thorsson2018_PanImmune_MS,28,5,17.8571428571429,ACC;SKCM;TGCT;THCA;THYM
GigaSSL,continuous,thorsson,TCR Shannon,Thorsson2018_PanImmune_MS,25,4,16,SKCM;TGCT;THCA;THYM
ProvGigaPath,continuous,thorsson,TCR Shannon,Thorsson2018_PanImmune_MS,25,4,16,SKCM;TGCT;THCA;THYM
TITAN,continuous,thorsson,TCR Shannon,Thorsson2018_PanImmune_MS,25,6,24,KIRC;LUAD;SARC;SKCM;THCA;THYM
GigaSSL,continuous,thorsson,TGF-beta Response,Thorsson2018_PanImmune_MS,28,9,32.1428571428572,BLCA;KIRC;LGG;LIHC;MESO;OV;TGCT;THCA;THYM
ProvGigaPath,continuous,thorsson,TGF-beta Response,Thorsson2018_PanImmune_MS,28,12,42.8571428571429,BLCA;KIRC;LGG;LIHC;LUSC;OV;PCPG;READ;SARC;TGCT;THCA;THYM
TITAN,continuous,thorsson,TGF-beta Response,Thorsson2018_PanImmune_MS,28,10,35.7142857142857,BLCA;GBM;KIRC;LGG;LIHC;LUAD;SARC;TGCT;THCA;THYM
GigaSSL,continuous,thorsson,TIL Regional Fraction,Thorsson2018_PanImmune_MS,11,11,100,BLCA;CESC;COAD;LUAD;LUSC;PAAD;PRAD;READ;SKCM;STAD;UCEC
ProvGigaPath,continuous,thorsson,TIL Regional Fraction,Thorsson2018_PanImmune_MS,11,11,100,BLCA;CESC;COAD;LUAD;LUSC;PAAD;PRAD;READ;SKCM;STAD;UCEC
TITAN,continuous,thorsson,TIL Regional Fraction,Thorsson2018_PanImmune_MS,11,10,90.9090909090909,BLCA;CESC;COAD;LUAD;LUSC;PRAD;READ;SKCM;STAD;UCEC
GigaSSL,continuous,thorsson,Th1 Cells,Thorsson2018_PanImmune_MS,28,5,17.8571428571429,BLCA;KIRC;SARC;SKCM;THCA
ProvGigaPath,continuous,thorsson,Th1 Cells,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,BLCA;KIRC;SKCM;THCA
TITAN,continuous,thorsson,Th1 Cells,Thorsson2018_PanImmune_MS,28,6,21.4285714285714,BLCA;KIRC;OV;SARC;SKCM;THCA
GigaSSL,continuous,thorsson,Th17 Cells,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,TGCT;THYM
ProvGigaPath,continuous,thorsson,Th17 Cells,Thorsson2018_PanImmune_MS,28,2,7.14285714285714,TGCT;THYM
TITAN,continuous,thorsson,Th17 Cells,Thorsson2018_PanImmune_MS,28,4,14.2857142857143,ESCA;LIHC;TGCT;THYM
GigaSSL,continuous,thorsson,Th2 Cells,Thorsson2018_PanImmune_MS,28,3,10.7142857142857,KICH;KIRP;LUAD
ProvGigaPath,continuous,thorsson,Th2 Cells,Thorsson2018_PanImmune_MS,28,3,10.7142857142857,KIRP;LUAD;THYM
TITAN,continuous,thorsson,Th2 Cells,Thorsson2018_PanImmune_MS,28,6,21.4285714285714,BLCA;KIRP;LIHC;LUAD;LUSC;THYM
GigaSSL,continuous,thorsson,Wound Healing,Thorsson2018_PanImmune_MS,28,8,28.5714285714286,BLCA;KICH;LIHC;LUAD;SARC;STAD;TGCT;THYM
ProvGigaPath,continuous,thorsson,Wound Healing,Thorsson2018_PanImmune_MS,28,6,21.4285714285714,BLCA;LIHC;LUAD;STAD;TGCT;THYM
TITAN,continuous,thorsson,Wound Healing,Thorsson2018_PanImmune_MS,28,12,42.8571428571429,BLCA;KICH;KIRC;LGG;LIHC;LUAD;LUSC;SARC;STAD;TGCT;THYM;UCEC
