outcome_type,family,tumor_type,endpoint,p_permutation,permutations,permutation_exceedances,permutation_attempted,permutation_stopped_early,p_mc_lower_95,p_mc_upper_95,p_mc_status
continuous,thorsson,BRCA,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,T Cells CD4 Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,BCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,T Cells CD4 Memory Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,TCR Shannon,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Indel Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PAAD,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,T Cells CD8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Leukocyte Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,TGF-beta Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUAD,Macrophages M0,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PCPG,Homologous Recombination Defects,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SARC,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,CESC,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LIHC,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Aneuploidy Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,TGCT,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,SKCM,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Macrophages M2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,Silent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THYM,Fraction Altered,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRP,T Cells Follicular Helper,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BRCA,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LUSC,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,LGG,CTA Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Th2 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,PRAD,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,NK Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,STAD,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCEC,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ESCA,BCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,TCR Richness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Number of Segments,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,HNSC,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,READ,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KIRC,Monocytes,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,COAD,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,THCA,Dendritic Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,BLCA,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
