outcome_type,family,tumor_type,endpoint,source,subfamily,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,measurement_class,source_modality,direct_vs_inferred,same_histology_modality,definition_group,primary_consensus_class,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_effect_GigaSSL,grouped_effect_ProvGigaPath,grouped_effect_TITAN,minimum_primary_effect,mean_primary_effect,provenance_rank,interpretation_scope
continuous,rna_pathway_activity,SARC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,252,,,0.333550599883548,0.448083082495889,0.507654558564425,TRUE,TRUE,TRUE,0.333550599883548,0.448083082495889,0.507654558564425,0.355670167281881,0.323668698649538,0.305702372411907,0.611266209395432,0.666265485770076,0.702116060508577,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.29063674479963,0.279265395852166,0.442666065821159,0.333550599883548,0.429762746981287,42,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,STAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,348,,,0.398224501426868,0.330214217262142,0.469777139304643,TRUE,TRUE,TRUE,0.398224501426868,0.330214217262142,0.469777139304643,0.438232541500883,0.462333470468834,0.411354826260774,0.615900913072856,0.560311584296867,0.678128364370369,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.324406946844953,0.296554441640068,0.431205677311195,0.330214217262142,0.399405285997884,43,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.328523114882739,0.342448966638068,0.396962775124198,TRUE,TRUE,TRUE,0.328523114882739,0.342448966638068,0.396962775124198,0.40631163701151,0.402076286031887,0.385048812325681,0.505833773467134,0.585724381338688,0.608082141478052,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.258603877163972,0.288159571299342,0.365187921653846,0.328523114882739,0.355978285548335,44,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.328376369166428,0.398225336424942,0.490053078109555,TRUE,TRUE,TRUE,0.328376369166428,0.398225336424942,0.490053078109555,0.26431814884121,0.25019633827188,0.23031726107095,0.578449833163449,0.642135547912705,0.707280919743196,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.24068822219597,0.302839332373644,0.46010503657547,0.328376369166428,0.405551594566975,45,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.462443225261499,0.324007584118828,0.383524824982084,TRUE,TRUE,TRUE,0.462443225261499,0.324007584118828,0.383524824982084,0.174820499080874,0.196042890718672,0.187213853331517,0.693226918193361,0.594772356248866,0.649073099945583,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.346387614287393,0.211767121239649,0.26421495959719,0.324007584118828,0.389991878120804,46,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.322116346269743,0.322742016188998,0.377574042050416,TRUE,TRUE,TRUE,0.322116346269743,0.322742016188998,0.377574042050416,0.174597962725096,0.174517369314342,0.167303659005731,0.573283318916761,0.582507152837847,0.627079313327567,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.338868512560551,0.351924148174814,0.421121105943138,0.322116346269743,0.340810801503052,47,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.32574116555294,0.321070252097281,0.376119569310512,TRUE,TRUE,TRUE,0.32574116555294,0.321070252097281,0.376119569310512,0.232771454932317,0.23357632301497,0.223906695257582,0.55778583731708,0.571682478797498,0.610483141804686,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.228422370223644,0.234286239892945,0.210880912897564,0.321070252097281,0.340976995653578,48,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.320194311836604,0.327269021913053,0.392878659175134,TRUE,TRUE,TRUE,0.320194311836604,0.327269021913053,0.392878659175134,0.389897452581254,0.387863323019029,0.36846458343489,0.579574120308649,0.574477349133815,0.628256359205606,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.26940125613323,0.32225404392881,0.375420250774727,0.320194311836604,0.346780664308264,49,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.320123428419574,0.354535703185209,0.440240108809048,TRUE,TRUE,TRUE,0.320123428419574,0.354535703185209,0.440240108809048,0.230974044499529,0.225052713504628,0.209579610822408,0.525252618319352,0.572106559072998,0.638184108475505,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.260510102427312,0.314793063668613,0.399872128334159,0.320123428419574,0.371633080137944,50,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.328605725768708,0.342645577434998,0.319598884499661,TRUE,TRUE,TRUE,0.328605725768708,0.342645577434998,0.319598884499661,0.337553029857066,0.334005015644549,0.339809645709912,0.586910274244497,0.602728852106252,0.566982458442014,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.231786498164149,0.200101365344625,0.27441055984935,0.319598884499661,0.330283395901122,51,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.317618692739592,0.347008718558894,0.352742328690577,TRUE,TRUE,TRUE,0.317618692739592,0.347008718558894,0.352742328690577,0.461781713056366,0.451727844299173,0.449740266532287,0.556491189698304,0.584756186230757,0.595245688816805,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.251100859967748,0.324631032486125,0.282568663183449,0.317618692739592,0.339123246663021,52,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.316303250171009,0.312309976504367,0.345791013577318,TRUE,TRUE,TRUE,0.316303250171009,0.312309976504367,0.345791013577318,0.342825300696373,0.343825014448631,0.335350810761818,0.565750422981628,0.565160344825173,0.603664982852869,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.233197964273326,0.31165472807095,0.302075919057289,0.312309976504367,0.324801413417565,53,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.306013469036338,0.370715888666966,0.404147530794779,TRUE,TRUE,TRUE,0.306013469036338,0.370715888666966,0.404147530794779,0.463520386825471,0.441384118502531,0.429499528262885,0.400257400386291,0.444777792621937,0.481946119976101,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.250665450696414,0.319046379701373,0.332733423750308,0.306013469036338,0.360292296166028,54,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,STAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,348,,,0.30460026362029,0.345166737798842,0.401557619399364,TRUE,TRUE,TRUE,0.30460026362029,0.345166737798842,0.401557619399364,0.264855678838694,0.257014362895986,0.24569889272685,0.506654210280391,0.53815831322838,0.568117706586044,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.244462879368195,0.211636049426962,0.371638466115034,0.30460026362029,0.350441540272832,55,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.311231387839901,0.304327450024518,0.36916159395867,TRUE,TRUE,TRUE,0.311231387839901,0.304327450024518,0.36916159395867,0.337242282258465,0.338928257983967,0.322748630933099,0.566174496644295,0.571569018683113,0.595682931253401,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.222344281232304,0.293528072174451,0.256515110843433,0.304327450024518,0.32824014394103,56,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.302863298795565,0.31866472523604,0.406161506958136,TRUE,TRUE,TRUE,0.302863298795565,0.31866472523604,0.406161506958136,0.37669150976634,0.372397961819512,0.347665047407324,0.537664660835783,0.570287470824384,0.6514934770604,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.212024257744084,0.263376754861697,0.396269645565498,0.302863298795565,0.34256317699658,57,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,SARC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,252,,,0.302256028190451,0.318265858057329,0.426324035053438,TRUE,TRUE,TRUE,0.302256028190451,0.318265858057329,0.426324035053438,0.44463252586743,0.439501847307499,0.403168423095795,0.565551083825811,0.575957791270454,0.639177901606448,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.215449551124381,0.340441423033414,0.388061646140566,0.302256028190451,0.348948640433739,58,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.2982919815911,0.351708467167412,0.35400611368469,TRUE,TRUE,TRUE,0.2982919815911,0.351708467167412,0.35400611368469,0.239883841779734,0.230572734745683,0.230163779168749,0.559898421911845,0.602336296027571,0.575806276074732,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.237974585388546,0.33252908655435,0.312095314044829,0.2982919815911,0.334668854147734,59,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.296326355553543,0.315035864595057,0.388346802804333,TRUE,TRUE,TRUE,0.296326355553543,0.315035864595057,0.388346802804333,0.214141610405217,0.211275597232183,0.199649417248542,0.532489312706317,0.552682454130714,0.620325216605099,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.208872232271516,0.287635759077529,0.342529980821252,0.296326355553543,0.333236340984311,60,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.29430763091797,0.316646010386319,0.367673539016479,TRUE,TRUE,TRUE,0.29430763091797,0.316646010386319,0.367673539016479,0.485171087045792,0.477430399477509,0.45925921520739,0.547660392570312,0.580571967645985,0.604967476630164,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.26011402128777,0.341740914841371,0.347836478726763,0.29430763091797,0.326209060106923,61,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.294298040815177,0.346222657853578,0.474300478269182,TRUE,TRUE,TRUE,0.294298040815177,0.346222657853578,0.474300478269182,0.211936638809075,0.203990674256443,0.182921254758135,0.553683903005105,0.590483912743277,0.681205802056783,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.203699278802619,0.347297365955112,0.413361208663061,0.294298040815177,0.371607058979312,62,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.29355950818936,0.353602475446885,0.424690382735459,TRUE,TRUE,TRUE,0.29355950818936,0.353602475446885,0.424690382735459,0.388602057729012,0.371721042221434,0.350685751649236,0.537726151706993,0.601895481142032,0.642121026452892,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.242929792348871,0.2987966171775,0.416476897103816,0.29355950818936,0.357284122123901,63,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.293210847147908,0.302097995732475,0.371382140809654,TRUE,TRUE,TRUE,0.293210847147908,0.302097995732475,0.371382140809654,0.206855605441531,0.20555099290244,0.195081332699143,0.460917744242441,0.429547485273737,0.476164175418433,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.266417364689084,0.243261937652683,0.267655469134872,0.293210847147908,0.322230327896679,64,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.290378425376663,0.343857411866724,0.425740699481377,TRUE,TRUE,TRUE,0.290378425376663,0.343857411866724,0.425740699481377,0.265946790760673,0.255729283713217,0.239240866845298,0.536616211475542,0.595841853456298,0.657163252502523,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.280548648697171,0.326551555618963,0.410990584171358,0.290378425376663,0.353325512241588,65,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.351713742159897,0.290020237037797,0.343441165564908,TRUE,TRUE,TRUE,0.351713742159897,0.290020237037797,0.343441165564908,0.246403920710665,0.25786190753626,0.247971078440075,0.591708931480143,0.551124377329749,0.601885423830175,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.367211163909355,0.348277994521084,0.382459030247219,0.290020237037797,0.328391714920867,66,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.288149375194306,0.349639998657516,0.453382964137345,TRUE,TRUE,TRUE,0.288149375194306,0.349639998657516,0.453382964137345,0.460263392810334,0.439935401422831,0.40332354953463,0.558745858741057,0.610569432825889,0.666540656528599,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.233526384690998,0.22549021643066,0.370495008684324,0.288149375194306,0.363724112663056,67,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.287636409588245,0.300944258126117,0.425061709220309,TRUE,TRUE,TRUE,0.287636409588245,0.300944258126117,0.425061709220309,0.170958597345468,0.16935420812348,0.153585673187971,0.559798670475228,0.560740762699117,0.652435669432287,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.213725915487049,0.214687113401464,0.376318219858327,0.287636409588245,0.337880792311557,68,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THCA,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,493,,,0.286971762175243,0.351507278525513,0.424760067998644,TRUE,TRUE,TRUE,0.286971762175243,0.351507278525513,0.424760067998644,0.27601018597786,0.263223280910689,0.247911263141232,0.529274662095645,0.586551505815294,0.64410545904738,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.22162129031729,0.307497348570993,0.406925769474697,0.286971762175243,0.354413036233133,69,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.323390601945875,0.283543323577475,0.31698979634032,TRUE,TRUE,TRUE,0.323390601945875,0.283543323577475,0.31698979634032,0.353521041293839,0.363782013077343,0.355189280752718,0.57634430523191,0.558939945843202,0.560438046415715,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.34506351477161,0.31257511684265,0.29451523259589,0.283543323577475,0.307974573954557,70,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.311678217825428,0.282929191985658,0.34752910041638,TRUE,TRUE,TRUE,0.311678217825428,0.282929191985658,0.34752910041638,0.260557352411761,0.265943020711616,0.253681121737579,0.573828122622517,0.561839621780233,0.592830271106642,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.21363051499483,0.264563840830631,0.21603695250883,0.282929191985658,0.314045503409155,71,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,HNSC,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,442,,,0.281187345488042,0.316386177646305,0.408572189956123,TRUE,TRUE,TRUE,0.281187345488042,0.316386177646305,0.408572189956123,0.207376157459933,0.202235029933369,0.18810564853328,0.536523343492632,0.603850013698829,0.646861627095707,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.20111055530414,0.223568806810526,0.313572914319826,0.281187345488042,0.33538190436349,72,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.290799267722002,0.29616666066209,0.280857661123789,TRUE,TRUE,TRUE,0.290799267722002,0.29616666066209,0.280857661123789,0.227198158044749,0.226336781428994,0.228785052921186,0.552328196614344,0.557947526869313,0.571517833779725,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.299221412148285,0.29600182505595,0.242957778988306,0.280857661123789,0.28927452983596,73,agreement with a bulk-transcriptomic pathway activity score
