family,tumor_type,endpoint,subfamily,source,n,q2,rmse,spearman,p_permutation,permutations,permutation_exceedances,ncomp.x,seed,fastPLS_version,backend,svd_method,rsvd_oversample,rsvd_power,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_rmse_mean,repeated_rmse_sd,repeated_spearman_mean,repeated_spearman_sd,nested_partitions,primary_screen_q2,primary_screen_rmse,primary_screen_spearman,repeated_minus_primary_q2,primary_estimate_label,repeated_estimate_label,outcome_type,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,repeated_sensitivity_mean,repeated_sensitivity_sd,repeated_specificity_mean,repeated_specificity_sd,repeated_balanced_accuracy_mean,repeated_balanced_accuracy_sd,repeated_balanced_accuracy_min,repeated_balanced_accuracy_max,repeated_auc_mean,repeated_auc_sd,primary_screen_balanced_accuracy,repeated_minus_primary_balanced_accuracy,model_id,ncomp.y,model_file,model_sha256,training_cohort,aggregation,feature_dimension,external_validation,titan_feature_file_sha256,feature_schema_sha256,prediction_rule,contains_patient_level_training_rows,endpoint_transform,output_units,model_fastPLS_version,model_fastPLS_remote_sha,model_backend,model_svd_method,model_rsvd_oversample,model_rsvd_power,model_fit_seed,model_analysis_fingerprint,class_labels,class_priors,calibration_status,intended_use,redistribution_status,model_evidence_tier,default_inference,limited_evidence_reason,binary_pr_auc,binary_ppv_tcga_prevalence,binary_npv_tcga_prevalence,binary_observed_tcga_prevalence,binary_minimum_outer_test_positive,binary_minimum_outer_test_negative,binary_minimum_inner_training_positive,binary_minimum_inner_training_negative,binary_selected_components_median,binary_selected_components_q1,binary_selected_components_q3,binary_selected_components_minimum,binary_selected_components_maximum,binary_repeat_score_spearman,binary_repeat_class_agreement,binary_all_repeat_class_agreement,evidence_label
aneuploidy,SARC,Genome doubling,aneuploidy,Taylor2018_TableS2,238,,,,0.001,999,0,4,20260827,0.99.20,cpu,rsvd,10,2,999,FALSE,0.001,0.002,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,112,126,0.659226190476191,0.318452380952381,0.642857142857143,0.0260310352448451,0.671428571428572,0.02144326362874,0.657142857142857,0.0186107779524788,0.638392857142857,0.685019841269841,0.708687641723356,0.00860860026368116,0.659226190476191,-0.0020833333333341,aneuploidy__SARC__Genome_doubling,4,models/aneuploidy__SARC__Genome_doubling.rds,f233564f7b588ee847ef11037ae063b7b9154f66c13667f17c4e31d8d937b431,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260823,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.529412; 1=0.470588,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.67255468894165,0.634994787985328,0.679120260961096,0.470588235294118,22,25,71,80,4,2,5,1,10,0.754889602681812,0.826890756302521,0.651260504201681,"within-cancer screen-positive, prespecified screening tier B"
aneuploidy,STAD,Genome doubling,aneuploidy,Taylor2018_TableS2,360,,,,0.001,999,0,3,20260830,0.99.20,cpu,rsvd,10,2,999,FALSE,0.001,0.002,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,154,206,0.681408397427815,0.36281679485563,0.632467532467532,0.0351490093577259,0.763106796116505,0.0294080218074972,0.697787164292019,0.0256410419314353,0.659500693481276,0.728407514815282,0.756846551506746,0.0221483680153623,0.681408397427815,0.0163787668642035,aneuploidy__STAD__Genome_doubling,7,models/aneuploidy__STAD__Genome_doubling.rds,94d671946ab042ebc217592d175d147ca4f5f169dbebdf65dce3b5510070a21d,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260821,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.572222; 1=0.427778,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.679369074058448,0.666614207587266,0.735401659968433,0.427777777777778,30,41,98,131,4,3,7,3,10,0.827547949186851,0.857222222222222,0.694444444444445,"within-cancer screen-positive, prespecified screening tier B"
aneuploidy,UCEC,Genome doubling,aneuploidy,Taylor2018_TableS2,477,,,,0.001,999,0,4,20260821,0.99.20,cpu,rsvd,10,2,999,FALSE,0.001,0.002,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,97,380,0.706524688008682,0.413049376017363,0.544329896907217,0.0134416544437171,0.9,0.00558242195673572,0.722164948453608,0.00727738808033727,0.714093868692349,0.733505154639175,0.832826912642431,0.0108996675343679,0.706524688008682,0.0156402604449262,aneuploidy__UCEC__Genome_doubling,8,models/aneuploidy__UCEC__Genome_doubling.rds,8f9fd73578189bab5d5c88bb8005415a07b93a662f2b0adb893f0b04e1cc3604,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260816,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.796646; 1=0.203354,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.576738980416914,0.58168682880585,0.885556835508449,0.20335429769392,19,76,61,243,4,2,8,1,9,0.755860736968664,0.914465408805031,0.823899371069182,"within-cancer screen-positive, prespecified screening tier A"
driver_mutation,BLCA,FGFR3,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,,,,0.001,999,0,2,20261050,0.99.20,cpu,rsvd,10,2,999,FALSE,0.01,0.0068,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,54,330,0.728956228956229,0.457912457912458,0.459259259259259,0.0241451940933434,0.944848484848485,0.00582890426111291,0.702053872053872,0.0123627955011405,0.685690235690236,0.711952861952862,0.814960718294052,0.0102420014213083,0.728956228956229,-0.0269023569023568,driver_mutation__BLCA__FGFR3,2,models/driver_mutation__BLCA__FGFR3.rds,90819ce86325e25acbfb833af592d5818ffc8ca7b8cb304a7839232671ecdb5d,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260842,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.859375; 1=0.140625,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.451692010501752,0.57739714215324,0.914378326228324,0.140625,10,66,34,211,5,3,6,2,9,0.72558950188193,0.948958333333333,0.895833333333333,"within-cancer screen-positive, prespecified screening tier A"
driver_mutation,BLCA,PIK3CA,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,,,,0.001,999,0,7,20261057,0.99.20,cpu,rsvd,10,2,999,FALSE,0.01,0.0068,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,82,302,0.601114521078986,0.202229042157971,0.24390243902439,0.0439701375056585,0.886092715231788,0.0182269654894342,0.564997577128089,0.0215741933689292,0.537958326603134,0.583346793732838,0.632741075755128,0.0254545311953253,0.601114521078986,-0.0361169439508968,driver_mutation__BLCA__PIK3CA,7,models/driver_mutation__BLCA__PIK3CA.rds,2a9f2004db967701a37453b577d2b4c47f22eac386e4ba0345369b20045ddad9,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260869,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.786458; 1=0.213542,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.340490240758877,0.368295225613587,0.811954662387168,0.213541666666667,16,60,52,192,7,7,8,5,9,0.77498139262826,0.8828125,0.7578125,"within-cancer screen-positive, prespecified screening tier B"
driver_mutation,BLCA,TP53,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,384,,,,0.001,999,0,2,20261064,0.99.20,cpu,rsvd,10,2,999,FALSE,0.01,0.0068,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,185,199,0.64185793834035,0.283715876680701,0.672432432432433,0.011208887218015,0.619095477386935,0.0130072151814523,0.645763954909683,0.0111031024993591,0.633749830232242,0.657313595002037,0.694331115034633,0.0101174637689122,0.64185793834035,0.00390601656933343,driver_mutation__BLCA__TP53,1,models/driver_mutation__BLCA__TP53.rds,d338358c493bd3f0d7b6fea73e130217366cf7a80335f45935e601862dbd07e5,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260852,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.518229; 1=0.481771,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.630048804562814,0.621411236960279,0.670279995620781,0.481770833333333,37,39,118,127,2,1,3,1,8,0.788950209385914,0.824479166666667,0.643229166666667,"within-cancer screen-positive, prespecified screening tier B"
driver_mutation,BRCA,CDH1,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,981,,,,0.001,999,0,7,20261070,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00666666666666667,0.0068,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,96,885,0.73103813559322,0.462076271186441,0.520833333333333,0.0303695411189858,0.941920903954802,0.00260132529564319,0.731377118644068,0.0163128303530848,0.70850988700565,0.748358050847458,0.879599811676083,0.0101137550312819,0.73103813559322,0.000338983050848007,driver_mutation__BRCA__CDH1,9,models/driver_mutation__BRCA__CDH1.rds,c6cc7e0f9aa53ac93fc65c80cbd3ff3d727e9d9a7d6da80e77ac6e3793084070,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260841,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.902141; 1=0.097859,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.441073481436443,0.492970285035357,0.947706218575782,0.0978593272171254,19,177,60,566,7,5,8,2,10,0.785470351746147,0.971253822629969,0.940876656472987,"within-cancer screen-positive, prespecified screening tier A"
driver_mutation,BRCA,PIK3CA,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,981,,,,0.001,999,0,7,20261080,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00666666666666667,0.0068,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,266,715,0.630671959619328,0.261343919238656,0.382706766917293,0.0331381967985548,0.862937062937063,0.0108785658644085,0.622821914927178,0.0124470039861286,0.603175771596824,0.634694253115306,0.720542615279457,0.0033379942826752,0.630671959619328,-0.00785004469215,driver_mutation__BRCA__PIK3CA,8,models/driver_mutation__BRCA__PIK3CA.rds,be154205d5d51acc8534bbb93d1a2c543d41c3da45d7e1200a619bb663fa148c,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260858,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.728848; 1=0.271152,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.480260594888489,0.509341586082282,0.789916097855138,0.271151885830785,53,143,169,457,8,8,9,4,10,0.878352190518391,0.890112130479103,0.771661569826707,"within-cancer screen-positive, prespecified screening tier B"
driver_mutation,BRCA,TP53,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,981,,,,0.001,999,0,8,20261086,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00666666666666667,0.0068,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,259,722,0.744120257970674,0.488240515941347,0.599227799227799,0.0107138509077309,0.892797783933518,0.00269994303180315,0.746012791580658,0.00497698189937722,0.739566733334046,0.75100268452069,0.8373255328934,0.00343405048086,0.744120257970674,0.00189253360998443,driver_mutation__BRCA__TP53,10,models/driver_mutation__BRCA__TP53.rds,4def4f69df8366687b14244d376d3da092d4974a0bd8060fcd3aa9bc507be3cc,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260840,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.735984; 1=0.264016,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.634068538799349,0.667250335190034,0.86131500243016,0.26401630988787,51,144,165,461,8,7,9,6,10,0.927872610057869,0.940876656472987,0.878695208970438,"within-cancer screen-positive, prespecified screening tier A"
driver_mutation,CESC,TP53,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,252,,,,0.004,999,3,4,20261092,0.99.20,cpu,rsvd,10,2,999,FALSE,0.024,0.0244102564102564,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,21,231,0.603896103896104,0.207792207792208,0.266666666666667,0.0425917709999963,0.957575757575757,0.0141605430595638,0.612121212121212,0.0226705125069715,0.573593073593074,0.632034632034632,0.711688311688312,0.0386878413926541,0.603896103896104,0.00822510822510814,driver_mutation__CESC__TP53,7,models/driver_mutation__CESC__TP53.rds,051e7f1910a8ede4cc3222e2208a93433906282478ce60916154cf6ed0f86b2f,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260867,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.916667; 1=0.083333,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,exploratory_limited_evidence,FALSE,"Fewer than 50 TCGA participants in at least one development class (positive=21, negative=231); available only by explicit opt-in.",0.284904499908434,0.376822001527884,0.934910933156534,0.0833333333333333,4,46,12,147,5,2,8,1,10,0.442079301840258,0.944444444444444,0.880952380952381,"within-cancer screen-positive, prespecified screening tier B"
driver_mutation,COAD,APC,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,382,,,,0.001,999,0,2,20261095,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00325,0.0068,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,196,186,0.793339916611806,0.586679833223612,0.88265306122449,0.003607687659115,0.705376344086021,0.0144262450161278,0.794014702655256,0.00870951974019775,0.780173359666447,0.801541584375686,0.847630019749835,0.00378048225420755,0.793339916611806,0.000674786043449727,driver_mutation__COAD__APC,2,models/driver_mutation__COAD__APC.rds,a7ca2bb4960606ec1f7c0f232a047dba62ad05cc12cd8a86009d24b68e2067d8,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260834,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.486911; 1=0.513089,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.813933112930569,0.759508263383061,0.850785200958023,0.513089005235602,39,37,124,118,2,2,2,1,4,0.94481196835755,0.943979057591623,0.882198952879581,"within-cancer screen-positive, prespecified screening tier A"
driver_mutation,COAD,BRAF,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,382,,,,0.001,999,0,8,20261097,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00325,0.0068,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,44,338,0.650753093060786,0.301506186121571,0.295454545454546,0.0533001790889027,0.934319526627219,0.00967776759396213,0.614887036040882,0.0246488584299205,0.590976331360947,0.649273803119957,0.777232383001614,0.0239692641492568,0.650753093060786,-0.0358660570199039,driver_mutation__COAD__BRAF,9,models/driver_mutation__COAD__BRAF.rds,865e2d2ed465baae99f8fee5a4555a1a05deb1235cb34ce6b327c5212a1b2950,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260850,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.884817; 1=0.115183,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,exploratory_limited_evidence,FALSE,"Fewer than 50 TCGA participants in at least one development class (positive=44, negative=338); available only by explicit opt-in.",0.347066864626889,0.369229997518905,0.910658743506028,0.115183246073298,8,67,28,216,8,4,9,3,10,0.691169742286445,0.923560209424084,0.840314136125654,"within-cancer screen-positive, prespecified screening tier B"
driver_mutation,COAD,KRAS,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,382,,,,0.001,999,0,3,20261100,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00325,0.0068,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,126,256,0.680369543650794,0.360739087301587,0.571428571428571,0.0257172249936819,0.81171875,0.0199945060813589,0.691573660714286,0.0179838178355262,0.66437251984127,0.709852430555556,0.78053695436508,0.0238065061725743,0.680369543650794,0.011204117063492,driver_mutation__COAD__KRAS,3,models/driver_mutation__COAD__KRAS.rds,7ec3909f1488f45f3d96161312b3eb75df6c09b1ef9f0e1a8e1b83fef1f1f7f7,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260846,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.670157; 1=0.329843,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.581008288903833,0.599620714659602,0.793745890932991,0.329842931937173,25,51,80,163,4,3,7,2,10,0.825416129779124,0.857591623036649,0.701570680628272,"within-cancer screen-positive, prespecified screening tier B"
driver_mutation,COAD,TP53,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,382,,,,0.001,999,0,2,20261105,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00325,0.0068,A,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,161,221,0.778758326072904,0.557516652145808,0.77888198757764,0.0199339211625853,0.77737556561086,0.0108030193541296,0.77812877659425,0.0147563419465064,0.758129338691999,0.793443129760265,0.853539810573059,0.0127431012279493,0.778758326072904,-0.000629549478654234,driver_mutation__COAD__TP53,2,models/driver_mutation__COAD__TP53.rds,e1a75fee3e5f5643c6507aa83d630c5c68046b9d4375f0e0fae2866aca35aaf9,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260836,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.578534; 1=0.421466,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.792983565538756,0.718171597411124,0.828414051737113,0.421465968586387,32,44,102,140,2,2,3,2,7,0.948492874011981,0.931413612565445,0.850785340314136,"within-cancer screen-positive, prespecified screening tier A"
driver_mutation,GBM,TP53,Bailey_tissue_specific_driver,TCGA_MC3_Bailey2018,241,,,,0.001,999,0,2,20261109,0.99.20,cpu,rsvd,10,2,999,FALSE,0.004,0.0068,B,,,,,,,,,5,,,,,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,binary,52,189,0.649013024013024,0.298026048026048,0.376923076923077,0.0172005229038449,0.892063492063492,0.0156956581737472,0.634493284493285,0.0154869872057819,0.616554741554742,0.656949531949532,0.7502442002442,0.0380889787539704,0.649013024013024,-0.0145197395197394,driver_mutation__GBM__TP53,2,models/driver_mutation__GBM__TP53.rds,0ecc7beed4e0e9f1dbb9be3dd82302fba7377213982f0600518b01f1095cf883,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,fitted PLS-LDA class; score > 0 favours class 1; score is not calibrated,FALSE,none,class label and uncalibrated LDA score,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260851,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,0=wild type/negative; 1=altered/positive,0=0.784232; 1=0.215768,not evaluated; LDA score is not a calibrated probability,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",0.420368149325621,0.49188995215311,0.838763333468665,0.215767634854772,10,37,32,120,2,2,5,1,10,0.761320342237921,0.912033195020747,0.817427385892116,"within-cancer screen-positive, prespecified screening tier B"
