foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0168948076059338,0.248305064965104,0.212003189087783,,,,,,,,,,,4,1,4,0,5,0,FALSE,20261511,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0607727190843326,0.180539270657505,0.318459175898298,,,,,,,,,,,3,1,6,0,5,0,FALSE,20261512,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.059491609437081,0.180662356831358,0.321593153213236,,,,,,,,,,,2,1,4,0,5,0,FALSE,20261512,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,0.0671352311589714,0.179926727089946,0.312012327522803,,,,,,,,,,,1,1,4,0,5,0,FALSE,20261512,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,glutathione synthesis and recycling,BLCA,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-0.0466433817877852,0.318067152707302,0.081339068122889,,,,,,,,,,,1,1,3,0,5,0,FALSE,20261513,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,glutathione synthesis and recycling,BLCA,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-0.0502965659069994,0.318621756948843,0.155647353712653,,,,,,,,,,,2,2,4,0,5,0,FALSE,20261513,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,glutathione synthesis and recycling,BLCA,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,382,,,-0.0415373419101723,0.31729036035148,0.211226475929911,,,,,,,,,,,3,1,4,0,5,0,FALSE,20261513,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,vitamin B6 metabolism,CESC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00951994662447209,0.495221134360486,0.174595169288496,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261514,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,vitamin B6 metabolism,CESC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00425212525566587,0.496536293130136,0.189774308571939,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261514,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,vitamin B6 metabolism,CESC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0172185373944621,0.493292805754974,0.203313562685599,,,,,,,,,,,1,1,2,0,5,0,FALSE,20261514,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.00848013270672232,0.16555764373584,0.136963885227166,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261515,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0189643941128664,0.163289383108755,0.201778880102525,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261515,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0563008225131549,0.160151994469603,0.242846144404896,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261515,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0508513586955373,0.436106432025745,0.379611419900185,,,,,,,,,,,2,2,4,0,5,0,FALSE,20261516,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0893286667490774,0.427175375352839,0.459496525923671,,,,,,,,,,,4,4,5,0,5,0,FALSE,20261516,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.368747964921541,0.355653242437186,0.608391978462161,,,,,,,,,,,4,4,5,0,5,0,FALSE,20261516,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0617759482763651,0.205509089372606,0.276802351437211,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261517,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0210856530917325,0.21439213091327,0.229716223992247,,,,,,,,,,,1,1,3,0,5,0,FALSE,20261517,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0410295791891816,0.207768813499302,0.25588106369379,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261517,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0579452072280686,0.360546504180055,0.314163296730272,,,,,,,,,,,2,2,4,0,5,0,FALSE,20261518,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0415985697975934,0.363661171893552,0.358318416350395,,,,,,,,,,,3,3,3,0,5,0,FALSE,20261518,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0711956091167927,0.358001904704189,0.342565444775815,,,,,,,,,,,3,3,4,0,5,0,FALSE,20261518,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.138421039634978,0.219826980013286,0.384876649967084,,,,,,,,,,,2,1,3,0,5,0,FALSE,20261519,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.178858932974652,0.214606235973064,0.464979812261202,,,,,,,,,,,3,2,3,0,5,0,FALSE,20261519,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.198826687313586,0.211980878815422,0.471288141915102,,,,,,,,,,,3,2,4,0,5,0,FALSE,20261519,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.037989563863794,0.22156563147733,0.341179320997002,,,,,,,,,,,6,4,7,0,5,0,FALSE,20261520,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.011440560063866,0.22460214371931,0.252956431783296,,,,,,,,,,,3,1,4,0,5,0,FALSE,20261520,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.165474973237953,0.206363167806495,0.39968024789555,,,,,,,,,,,3,2,5,0,5,0,FALSE,20261520,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0781774031345479,0.189688618630789,0.357263202526137,,,,,,,,,,,2,1,5,0,5,0,FALSE,20261521,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.105101152597411,0.186897965268244,0.42779484220409,,,,,,,,,,,3,1,6,0,5,0,FALSE,20261521,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.275817511071901,0.168128604600086,0.514884093847083,,,,,,,,,,,3,2,4,0,5,0,FALSE,20261521,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0978823373635109,0.199518106909352,0.31909825443405,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261522,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0152378651552831,0.211657969765121,0.230262002260262,,,,,,,,,,,2,1,5,0,5,0,FALSE,20261522,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.126396964861738,0.196339549216686,0.316286476207479,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261522,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0301251900856045,0.199114951378886,0.111219855872456,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261523,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.117656285846343,0.207402029082731,0.0998554261422052,,,,,,,,,,,2,1,3,0,5,0,FALSE,20261523,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0234087398238697,0.193872086845614,0.194484196499304,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261523,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00788783499887857,0.267727196231147,0.263183398394226,,,,,,,,,,,1,1,4,0,5,0,FALSE,20261524,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0188975145524187,0.266237539142241,0.22162582627865,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261524,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.128816586768619,0.250880497093955,0.389114720232848,,,,,,,,,,,2,2,3,0,5,0,FALSE,20261524,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.127931824739798,0.253668446965798,0.405009874697343,,,,,,,,,,,3,1,4,0,5,0,FALSE,20261525,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0587055195371607,0.263544518159839,0.383925363546666,,,,,,,,,,,4,3,4,0,5,0,FALSE,20261525,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.232214420931943,0.238018769928506,0.521050240611068,,,,,,,,,,,4,2,4,0,5,0,FALSE,20261525,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.155806162589912,0.239392672457124,0.136626599358264,,,,,,,,,,,4,2,8,0,5,0,FALSE,20261526,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.000527676217883522,0.222614647503245,0.278545526419398,,,,,,,,,,,3,1,3,0,5,0,FALSE,20261526,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0891092991432865,0.21252082069567,0.27267012134959,,,,,,,,,,,3,2,3,0,5,0,FALSE,20261526,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.00385284892538951,0.39920483179179,0.278736803849777,,,,,,,,,,,2,1,6,0,5,0,FALSE,20261527,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0364732971487092,0.407204997583896,0.122444653078531,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261527,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0804288686716206,0.383554166590144,0.366061326732137,,,,,,,,,,,3,1,4,0,5,0,FALSE,20261527,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0881669139902539,0.433340583753443,0.334686727418504,,,,,,,,,,,2,1,5,0,5,0,FALSE,20261528,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.192254768288565,0.407857912607955,0.478591751798406,,,,,,,,,,,3,3,3,0,5,0,FALSE,20261528,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.171010909538605,0.413186476152789,0.443602646642045,,,,,,,,,,,2,2,5,0,5,0,FALSE,20261528,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0887528892179723,0.164970719125183,0.316069057528281,,,,,,,,,,,1,1,5,0,5,0,FALSE,20261529,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0961244725761626,0.164302094331077,0.376755647864627,,,,,,,,,,,3,1,3,0,5,0,FALSE,20261529,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.165077166027107,0.157910843961881,0.418163385993073,,,,,,,,,,,3,2,4,0,5,0,FALSE,20261529,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.00999619764846971,0.136886810444576,0.22548197927509,,,,,,,,,,,1,1,3,0,5,0,FALSE,20261530,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0655971989880668,0.131664532271236,0.344021703612434,,,,,,,,,,,3,1,3,0,5,0,FALSE,20261530,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.196506862964596,0.122093577882855,0.447068593680512,,,,,,,,,,,2,2,3,0,5,0,FALSE,20261530,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.082635951737638,0.169915955699412,0.297646490617045,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261531,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0906901659290086,0.169168402632799,0.303449210263309,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261531,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.134254067213265,0.165066344821931,0.355701103511375,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261531,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0140734720254341,0.364983717939092,0.216243916979219,,,,,,,,,,,1,1,6,0,5,0,FALSE,20261532,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0209782510965035,0.366224188518361,0.105195891998387,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261532,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0630710887794676,0.350826265226187,0.297957635237128,,,,,,,,,,,2,1,3,0,5,0,FALSE,20261532,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0454692549538293,0.140846778767334,0.274127655369078,,,,,,,,,,,1,1,2,0,5,0,FALSE,20261533,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0220101381809796,0.145740266785644,0.188744598405065,,,,,,,,,,,1,1,2,0,5,0,FALSE,20261533,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0898082523202951,0.137536638302758,0.347661075521111,,,,,,,,,,,2,1,3,0,5,0,FALSE,20261533,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0666711770627801,0.327934552728691,0.142788920573641,,,,,,,,,,,1,1,4,0,5,0,FALSE,20261534,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,0.0246283509087989,0.313586214381899,0.317574410905364,,,,,,,,,,,3,3,3,0,5,0,FALSE,20261534,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.091918966397488,0.331792911344149,0.13353428090047,,,,,,,,,,,2,1,3,0,5,0,FALSE,20261534,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,266,,,-0.0449706502278573,0.139234267987621,0.10720621779167,,,,,,,,,,,1,1,1,0,5,0,FALSE,20261535,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
