foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Macrophages M1,Thorsson2018_PanImmune_MS,175,,,-0.151645092638345,0.0237345325134485,0.00614510911792688,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263694,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Macrophages M1,Thorsson2018_PanImmune_MS,175,,,-0.177245757544896,0.0239968876621031,0.00843412804882504,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263694,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Macrophages M2,Thorsson2018_PanImmune_MS,175,,,-0.0929392539956579,0.1189728666118,0.0277295273900219,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263695,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Macrophages M2,Thorsson2018_PanImmune_MS,175,,,-0.11145112066241,0.119976198707002,0.0323600718540534,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263695,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Macrophages M2,Thorsson2018_PanImmune_MS,175,,,-0.0414667041980565,0.116137536278285,0.0661957379062676,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263695,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Mast Cells Activated,Thorsson2018_PanImmune_MS,175,,,-0.0688147124547904,0.0816164195585895,0.158044479368774,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263696,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Mast Cells Activated,Thorsson2018_PanImmune_MS,175,,,0.00335538330236307,0.0788127514848307,0.210738049309159,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263696,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Mast Cells Activated,Thorsson2018_PanImmune_MS,175,,,-0.11744356464539,0.0834524567664113,0.0663596965778384,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263696,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Mast Cells Resting,Thorsson2018_PanImmune_MS,175,,,0.00759072453730481,0.0642471665141564,0.197309539631924,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263697,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Mast Cells Resting,Thorsson2018_PanImmune_MS,175,,,0.00265758132812632,0.0644066509068357,0.189012422949091,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263697,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Mast Cells Resting,Thorsson2018_PanImmune_MS,175,,,-0.0344387242226041,0.0655935228678301,0.120089970890806,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263697,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Monocytes,Thorsson2018_PanImmune_MS,175,,,-0.114414479545364,0.0553754814167817,0.0565808646332739,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263698,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Monocytes,Thorsson2018_PanImmune_MS,175,,,-0.280102074748514,0.0593494149951644,0.0783162104322841,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263698,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Monocytes,Thorsson2018_PanImmune_MS,175,,,-0.251033370812929,0.0586716887875084,-0.0642655979991133,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263698,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,NK Cells Activated,Thorsson2018_PanImmune_MS,175,,,-0.013029666166005,0.0374644186669786,0.173529846520222,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263699,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,NK Cells Activated,Thorsson2018_PanImmune_MS,175,,,0.00373238541954302,0.0371531741058167,0.183680187109106,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263699,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,NK Cells Activated,Thorsson2018_PanImmune_MS,175,,,-0.0123574434157505,0.0374519863489868,0.165916531275967,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263699,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,NK Cells Resting,Thorsson2018_PanImmune_MS,175,,,0.00389145184387429,0.0190241015500069,0.264546505421395,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263700,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,NK Cells Resting,Thorsson2018_PanImmune_MS,175,,,0.00493158846292863,0.0190141664716601,0.276453571577453,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263700,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,NK Cells Resting,Thorsson2018_PanImmune_MS,175,,,-0.0730998529667639,0.0197456252210787,0.10804437141911,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263700,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Neutrophils,Thorsson2018_PanImmune_MS,175,,,-0.186569866136859,0.013752119180996,-0.155021630631168,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263701,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Neutrophils,Thorsson2018_PanImmune_MS,175,,,-0.134544152476217,0.0134472559418471,0.00292827931761469,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263701,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Neutrophils,Thorsson2018_PanImmune_MS,175,,,-0.158923857458503,0.0135909689927807,0.000917035371734797,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263701,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,175,,,-0.125985587096522,0.124007415800345,0.0327833246380684,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263702,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,175,,,-0.144377510970446,0.125016086272329,0.0322548863746585,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263702,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,175,,,0.0228696817240165,0.11552008131496,0.241115631697048,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263702,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Number of Segments,Thorsson2018_PanImmune_MS,158,,,-0.180841227566489,0.702969333694642,0.079680912362693,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263703,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Number of Segments,Thorsson2018_PanImmune_MS,158,,,-0.0286238171578952,0.656098302252664,0.173064446393104,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263703,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Number of Segments,Thorsson2018_PanImmune_MS,158,,,-0.152337338723347,0.694433147931992,0.106439518544146,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263703,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Plasma Cells,Thorsson2018_PanImmune_MS,175,,,-0.163128384025486,0.0451951837010971,-0.167218716880367,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263704,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Plasma Cells,Thorsson2018_PanImmune_MS,175,,,-0.34307650971957,0.0485655940844021,-0.233404202380009,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263704,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Plasma Cells,Thorsson2018_PanImmune_MS,175,,,-0.0709819535887695,0.0433680011116391,-0.00946356001578254,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263704,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Proliferation,Thorsson2018_PanImmune_MS,175,,,-0.0442927163491502,0.451659177941697,0.115421087574062,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263705,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Proliferation,Thorsson2018_PanImmune_MS,175,,,-0.0496973410123403,0.452826426403264,0.224153855971766,,,,,,,,,,,2,1,5,0,5,0,FALSE,20263705,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Proliferation,Thorsson2018_PanImmune_MS,175,,,-0.160037729915354,0.476031588579484,0.0867533438797497,,,,,,,,,,,2,1,4,0,5,0,FALSE,20263705,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,SNV Neoantigens,Thorsson2018_PanImmune_MS,173,,,-0.144628088032476,0.629973690892811,-0.094840832599211,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263706,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,SNV Neoantigens,Thorsson2018_PanImmune_MS,173,,,-0.315072760879361,0.67525079543667,-0.200176008233956,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263706,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,SNV Neoantigens,Thorsson2018_PanImmune_MS,173,,,-0.071166472509149,0.609422800687103,0.110301946141508,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263706,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Silent Mutation Rate,Thorsson2018_PanImmune_MS,175,,,-0.0715200330581611,0.0558000151911886,-0.00581623226840715,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263707,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Silent Mutation Rate,Thorsson2018_PanImmune_MS,175,,,-0.0767255928002877,0.0559353922135774,0.039665494688394,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263707,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Silent Mutation Rate,Thorsson2018_PanImmune_MS,175,,,0.0214120328781197,0.0533253979739566,0.197606323349391,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263707,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Stromal Fraction,Thorsson2018_PanImmune_MS,157,,,0.00504568804717287,0.15203019902999,0.340020475602765,,,,,,,,,,,3,1,4,0,5,0,FALSE,20263708,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Stromal Fraction,Thorsson2018_PanImmune_MS,157,,,0.100090626811929,0.144586479213469,0.400408553793835,,,,,,,,,,,3,1,3,0,5,0,FALSE,20263708,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Stromal Fraction,Thorsson2018_PanImmune_MS,157,,,0.138936466854829,0.141431417206569,0.462462403038641,,,,,,,,,,,2,2,4,0,5,0,FALSE,20263708,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,175,,,-0.153620228815642,0.000860469812928625,0.00710117866068881,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263709,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,175,,,-0.166890857399901,0.000865404852686548,0.0340527897529012,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263709,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,175,,,-0.256357503536378,0.000897967929899308,0.120676790102229,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263709,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,175,,,-0.111101491101709,0.0876214770719719,-0.0576187066831185,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263710,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,175,,,-0.20527483080981,0.091259219163705,-0.121545074756554,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263710,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,175,,,-0.0787712658550028,0.0863372854557318,0.11204103898403,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263710,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,175,,,-0.201480586052121,0.00490273071191112,-0.0800455503518844,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263711,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,175,,,-0.148853196828107,0.00479415343620778,-0.0737378027085692,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263711,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,175,,,-0.144869525168955,0.0047858343063326,0.0314960658770451,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263711,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD8,Thorsson2018_PanImmune_MS,175,,,-0.152791127798295,0.0650705633214189,-0.048708043387851,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263712,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD8,Thorsson2018_PanImmune_MS,175,,,-0.0673144170754432,0.0626116922185619,0.0957412089908396,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263712,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells CD8,Thorsson2018_PanImmune_MS,175,,,-0.0362226671964516,0.0616929869735374,0.146166673850602,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263712,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,175,,,-0.0746792645470498,0.0319207373168414,0.076233036942503,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263713,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,175,,,-0.0697694670019666,0.0318477370383685,0.103026032033034,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263713,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,175,,,-0.0229567698631084,0.0311431200572064,0.122512661132484,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263713,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,175,,,-0.0992019661662025,0.0184347062416684,0.107802915018137,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263714,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,175,,,-0.0344997624316248,0.0178839180386362,0.204245286787453,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263714,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,175,,,-0.0557324441277778,0.0180665158883187,0.146259793984259,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263714,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Evenness,Thorsson2018_PanImmune_MS,80,,,-0.0616583867172533,0.0257712042321026,0.194584296010398,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263715,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Evenness,Thorsson2018_PanImmune_MS,80,,,-0.228684824712935,0.0277244259388426,0.127672148503499,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263715,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Evenness,Thorsson2018_PanImmune_MS,80,,,-0.0427452569839757,0.0255406194820116,0.200132105928329,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263715,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Richness,Thorsson2018_PanImmune_MS,175,,,-0.0310723333612581,3.079672724419,0.230737936128671,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263716,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Richness,Thorsson2018_PanImmune_MS,175,,,-0.0818994460156404,3.15466646428343,0.192093760611541,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263716,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Richness,Thorsson2018_PanImmune_MS,175,,,-0.00291683357314465,3.03733336060813,0.210092987208379,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263716,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Shannon,Thorsson2018_PanImmune_MS,110,,,-0.10703681839608,0.775930690442879,0.172323973369177,,,,,,,,,,,1,1,10,0,5,0,FALSE,20263717,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Shannon,Thorsson2018_PanImmune_MS,110,,,-0.18750969184766,0.803638026965064,0.104854058676439,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263717,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TCR Shannon,Thorsson2018_PanImmune_MS,110,,,-0.0569772613052155,0.758184182114344,0.12127196670747,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263717,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TGF-beta Response,Thorsson2018_PanImmune_MS,175,,,0.143710473780122,0.365495307001136,0.468004926108374,,,,,,,,,,,2,1,4,0,5,0,FALSE,20263718,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TGF-beta Response,Thorsson2018_PanImmune_MS,175,,,0.264436365259037,0.338751801942115,0.551068069861173,,,,,,,,,,,3,1,4,0,5,0,FALSE,20263718,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,TGF-beta Response,Thorsson2018_PanImmune_MS,175,,,0.198148476208488,0.353686487801444,0.466466636811464,,,,,,,,,,,3,2,4,0,5,0,FALSE,20263718,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th1 Cells,Thorsson2018_PanImmune_MS,175,,,0.118097106018628,553.04637846823,0.341224809673086,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263719,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th1 Cells,Thorsson2018_PanImmune_MS,175,,,0.00371652681400092,587.817663187539,0.298240035826243,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263719,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th1 Cells,Thorsson2018_PanImmune_MS,175,,,0.0262298120983645,581.138176206635,0.319758172861621,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263719,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th17 Cells,Thorsson2018_PanImmune_MS,175,,,0.0965354487606166,1620.77839109498,0.31217420510524,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263720,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th17 Cells,Thorsson2018_PanImmune_MS,175,,,0.0418493389889403,1669.11008457854,0.352514554411106,,,,,,,,,,,6,1,7,0,5,0,FALSE,20263720,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th17 Cells,Thorsson2018_PanImmune_MS,175,,,-0.020664997908691,1722.70014441573,0.00940886699507389,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263720,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th2 Cells,Thorsson2018_PanImmune_MS,175,,,-0.126655896266087,401.159861208071,-0.041948051948052,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263721,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th2 Cells,Thorsson2018_PanImmune_MS,175,,,-0.370309349224677,442.416316791735,-0.0216614420062696,,,,,,,,,,,1,1,11,0,5,0,FALSE,20263721,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Th2 Cells,Thorsson2018_PanImmune_MS,175,,,-0.211204269653956,415.939841504396,0.084704433497537,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263721,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Wound Healing,Thorsson2018_PanImmune_MS,175,,,0.0624557187607363,0.0837382419101202,0.321420634378428,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263722,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Wound Healing,Thorsson2018_PanImmune_MS,175,,,0.0782937994046115,0.0830279277305887,0.291510599589481,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263722,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PCPG,Wound Healing,Thorsson2018_PanImmune_MS,175,,,0.0561428347179995,0.0840196915081758,0.313760351465234,,,,,,,,,,,2,2,2,0,5,0,FALSE,20263722,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
