foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,selected_components_median,selected_components_min,selected_components_max,seed,common_cohort
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Stromal Fraction,Thorsson2018_PanImmune_MS,127,,,0.0430944516512363,0.145029943652106,0.358813360950805,,,,3,1,4,20262349,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Stromal Fraction,Thorsson2018_PanImmune_MS,127,,,0.0520790018313784,0.144347482440316,0.351662999140969,,,,2,1,3,20262349,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,143,,,-0.131482124200568,0.0254692920177333,-0.00981268052992539,,,,1,1,1,20262350,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,143,,,-0.112504476171991,0.0252547985021988,0.113306531108741,,,,2,1,4,20262350,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,143,,,-0.0586217667690951,0.0246356164520553,0.0556948646115916,,,,2,1,2,20262350,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,143,,,0.0635508479616992,0.0894882536000251,0.239515544896698,,,,1,1,1,20262351,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,143,,,0.0346972227549488,0.0908564387915962,0.282359145944918,,,,1,1,3,20262351,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,143,,,0.100839766721363,0.0876884670739712,0.324993303077158,,,,1,1,2,20262351,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,143,,,-0.166320198475076,0.0246650123558321,-0.0516932828142465,,,,1,1,2,20262352,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,143,,,-0.278324361050989,0.0258221840103381,0.109587160514454,,,,1,1,8,20262352,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,143,,,-0.0759087383550252,0.0236897324753459,0.0632776277508921,,,,1,1,7,20262352,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD8,Thorsson2018_PanImmune_MS,143,,,0.0934069085482845,0.0536883396555057,0.28326192586756,,,,1,1,1,20262353,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD8,Thorsson2018_PanImmune_MS,143,,,0.0923409908352802,0.053719892146651,0.270084375718179,,,,1,1,1,20262353,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells CD8,Thorsson2018_PanImmune_MS,143,,,0.0888124375969964,0.0538242097543041,0.3030015758889,,,,1,1,1,20262353,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,143,,,0.0365029409253125,0.0471072892744431,0.239490362365378,,,,1,1,1,20262354,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,143,,,0.0149958119361586,0.0476301507323211,0.246842722646032,,,,1,1,4,20262354,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,143,,,0.0414727791370418,0.0469856395586485,0.209851095858605,,,,1,1,1,20262354,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,143,,,0.143932309340597,0.0316573594849455,0.357778961388102,,,,1,1,1,20262355,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,143,,,0.172131669760149,0.0311315876386679,0.380076986538108,,,,1,1,1,20262355,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,143,,,0.104260615293796,0.032382581686741,0.285715014042122,,,,1,1,1,20262355,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells gamma delta,Thorsson2018_PanImmune_MS,143,,,-0.0561453091633282,0.00550534271271716,-0.0152996684209614,,,,1,1,1,20262356,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells gamma delta,Thorsson2018_PanImmune_MS,143,,,-0.0991609451592372,0.0056163370966573,-0.0196639174356927,,,,1,1,1,20262356,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,T Cells gamma delta,Thorsson2018_PanImmune_MS,143,,,-0.0400100905519261,0.00546312702614305,0.0177958866074176,,,,1,1,1,20262356,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Evenness,Thorsson2018_PanImmune_MS,68,,,-0.283161648044401,0.0264345840851781,-0.111898419313262,,,,1,1,1,20262357,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Evenness,Thorsson2018_PanImmune_MS,68,,,-0.375253278725128,0.0273667447095692,-0.0872039908831466,,,,1,1,2,20262357,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Evenness,Thorsson2018_PanImmune_MS,68,,,-0.0869497534511972,0.0243296874918261,0.239514947364333,,,,2,1,2,20262357,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Richness,Thorsson2018_PanImmune_MS,77,,,-0.221677313540956,11.1872906970193,0.0625317231104026,,,,1,1,5,20262358,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Richness,Thorsson2018_PanImmune_MS,77,,,-0.184053988233207,11.0136791657407,0.0379454762633742,,,,1,1,4,20262358,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Richness,Thorsson2018_PanImmune_MS,77,,,-0.0798954378485219,10.5181054813136,0.218209521668568,,,,3,1,3,20262358,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Shannon,Thorsson2018_PanImmune_MS,72,,,-0.235960114638411,1.01353295206381,-0.158536398266829,,,,1,1,1,20262359,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Shannon,Thorsson2018_PanImmune_MS,72,,,-0.266150520660751,1.02583689336355,-0.0545074417902285,,,,1,1,1,20262359,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TCR Shannon,Thorsson2018_PanImmune_MS,72,,,-0.287113055649594,1.03429397031291,0.0381343005265954,,,,2,1,4,20262359,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TGF-beta Response,Thorsson2018_PanImmune_MS,143,,,0.0310194914142061,0.31459946188639,0.303022095275616,,,,1,1,4,20262360,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TGF-beta Response,Thorsson2018_PanImmune_MS,143,,,0.188757441808487,0.287856352353691,0.440842608096129,,,,2,2,3,20262360,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TGF-beta Response,Thorsson2018_PanImmune_MS,143,,,0.0456359773100053,0.312217674337117,0.255667454611117,,,,1,1,2,20262360,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TIL Regional Fraction,Thorsson2018_PanImmune_MS,141,,,0.509720134483059,5.50545766172595,0.739085577293549,,,,6,4,7,20262361,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TIL Regional Fraction,Thorsson2018_PanImmune_MS,141,,,0.57176119124266,5.14534392476361,0.785046448906203,,,,8,5,10,20262361,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,TIL Regional Fraction,Thorsson2018_PanImmune_MS,141,,,0.378295211699722,6.19959763815312,0.680268847125305,,,,5,4,6,20262361,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th1 Cells,Thorsson2018_PanImmune_MS,143,,,0.0378738575230274,523.353400545392,0.244800387406021,,,,1,1,2,20262362,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th1 Cells,Thorsson2018_PanImmune_MS,143,,,0.0531926428024644,519.170317659598,0.246060277750419,,,,1,1,1,20262362,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th1 Cells,Thorsson2018_PanImmune_MS,143,,,0.0103183799262714,530.794965693594,0.24292901933747,,,,1,1,3,20262362,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th17 Cells,Thorsson2018_PanImmune_MS,143,,,-0.0158464347164764,1368.36910189195,0.203117305229981,,,,1,1,3,20262363,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th17 Cells,Thorsson2018_PanImmune_MS,143,,,-0.00678709302788993,1362.25386396092,0.15880774155422,,,,1,1,2,20262363,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th17 Cells,Thorsson2018_PanImmune_MS,143,,,-0.0189398521621249,1370.45097131109,0.0949678256016284,,,,1,1,1,20262363,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th2 Cells,Thorsson2018_PanImmune_MS,143,,,-0.124535707125488,521.108712463577,0.174537903411143,,,,3,1,5,20262364,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th2 Cells,Thorsson2018_PanImmune_MS,143,,,0.0138800010281219,487.985134750302,0.265894316950655,,,,3,2,4,20262364,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Th2 Cells,Thorsson2018_PanImmune_MS,143,,,-0.0467000420239836,502.750869084446,0.0926039922518795,,,,1,1,2,20262364,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Wound Healing,Thorsson2018_PanImmune_MS,143,,,-0.233992379598962,0.172159287771792,-0.0436863569946776,,,,1,1,8,20262365,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Wound Healing,Thorsson2018_PanImmune_MS,143,,,-0.0383218357358839,0.157921118773724,0.0469941262513907,,,,1,1,2,20262365,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,READ,Wound Healing,Thorsson2018_PanImmune_MS,143,,,-0.169980705028159,0.167634563601368,-0.0478005489051675,,,,3,1,3,20262365,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Aneuploidy Score,Thorsson2018_PanImmune_MS,238,,,-0.00698985204225977,7.039812627873,0.266267139892135,,,,2,1,4,20262366,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Aneuploidy Score,Thorsson2018_PanImmune_MS,238,,,0.00533405429997713,6.99660212675722,0.268315708672121,,,,1,1,2,20262366,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Aneuploidy Score,Thorsson2018_PanImmune_MS,238,,,0.148467377293292,6.47364974687264,0.447659525661683,,,,4,1,4,20262366,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,B Cells Memory,Thorsson2018_PanImmune_MS,218,,,0.013664748477352,0.0236825545773462,0.161857555509856,,,,1,1,1,20262367,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,B Cells Memory,Thorsson2018_PanImmune_MS,218,,,-0.00130452914416868,0.0238615889230665,0.157218271081985,,,,1,1,1,20262367,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,B Cells Memory,Thorsson2018_PanImmune_MS,218,,,0.0876887008420263,0.0227765423804002,0.122424279012315,,,,1,1,2,20262367,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,B Cells Naive,Thorsson2018_PanImmune_MS,218,,,-0.116251510542178,0.0361542480179996,-0.0553351855764236,,,,1,1,1,20262368,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,B Cells Naive,Thorsson2018_PanImmune_MS,218,,,-0.267943600201347,0.0385325961833947,-0.0205028718365688,,,,1,1,5,20262368,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,B Cells Naive,Thorsson2018_PanImmune_MS,218,,,-0.0110686214741698,0.0344087280866689,0.180526326388117,,,,1,1,1,20262368,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Evenness,Thorsson2018_PanImmune_MS,61,,,-0.0969734361435768,0.144453435113688,0.0460602855631941,,,,1,1,1,20262369,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Evenness,Thorsson2018_PanImmune_MS,61,,,-0.328912506386076,0.158993003159859,-0.0920148069804336,,,,1,1,1,20262369,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Evenness,Thorsson2018_PanImmune_MS,61,,,-0.126366209473648,0.146375915723977,0.254944473823374,,,,2,1,8,20262369,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Richness,Thorsson2018_PanImmune_MS,74,,,-0.0753079187858956,56.8204239503201,0.219302948809976,,,,1,1,2,20262370,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Richness,Thorsson2018_PanImmune_MS,74,,,0.00215954550772779,54.7354384543905,0.232195249909668,,,,1,1,4,20262370,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Richness,Thorsson2018_PanImmune_MS,74,,,-0.0254298374196857,55.4869716691763,0.272448374565798,,,,1,1,3,20262370,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Shannon,Thorsson2018_PanImmune_MS,74,,,-0.0101418208835875,1.29164420492896,0.197838656661224,,,,1,1,2,20262371,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Shannon,Thorsson2018_PanImmune_MS,74,,,-0.136793059605688,1.37022671518773,0.0910714164454917,,,,2,1,4,20262371,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,BCR Shannon,Thorsson2018_PanImmune_MS,74,,,0.0481820691993328,1.25380115314511,0.237100490198136,,,,1,1,2,20262371,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,CTA Score,Thorsson2018_PanImmune_MS,218,,,0.0287356625242244,1.09496954397213,0.267882842629363,,,,1,1,1,20262372,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,CTA Score,Thorsson2018_PanImmune_MS,218,,,0.0430324683975796,1.08688080730646,0.30370673244264,,,,1,1,4,20262372,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,CTA Score,Thorsson2018_PanImmune_MS,218,,,0.143592429269518,1.02819045343389,0.381048712868535,,,,1,1,2,20262372,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.00609320198585772,0.011247985145974,0.183697054234932,,,,1,1,1,20262373,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.105691205097263,0.0117915950044987,0.169175530991518,,,,1,1,2,20262373,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.0669631115274221,0.0115832473178556,0.161858206884049,,,,1,1,2,20262373,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,218,,,-0.0873225557043435,0.00940492996644338,0.0195745848952917,,,,1,1,1,20262374,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,218,,,-0.15443906384363,0.00969085006493946,-0.0412869067366982,,,,1,1,1,20262374,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,218,,,-0.0717061124705862,0.00933714753678835,0.0791397464017656,,,,1,1,1,20262374,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Eosinophils,Thorsson2018_PanImmune_MS,218,,,-0.0715780787203957,0.00147001741697519,0.0866643000078716,,,,1,1,1,20262375,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Eosinophils,Thorsson2018_PanImmune_MS,218,,,-0.358141641459419,0.00165494323751082,0.00567177065476295,,,,3,1,9,20262375,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Eosinophils,Thorsson2018_PanImmune_MS,218,,,-0.108663169858291,0.00149523818776659,0.0321050666812083,,,,1,1,1,20262375,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Fraction Altered,Thorsson2018_PanImmune_MS,246,,,0.131175020522402,0.303950023940522,0.357566255494002,,,,2,1,4,20262376,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Fraction Altered,Thorsson2018_PanImmune_MS,246,,,0.0655197736194014,0.315225317342458,0.301655908734581,,,,1,1,4,20262376,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Fraction Altered,Thorsson2018_PanImmune_MS,246,,,0.162690203493203,0.29838646459206,0.38348847191686,,,,1,1,2,20262376,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,238,,,0.15704649550247,18.1454080204928,0.470989951647741,,,,1,1,5,20262377,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,238,,,0.119394894763788,18.5462251356819,0.455491237889399,,,,1,1,4,20262377,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,238,,,0.328304223679479,16.1976211415609,0.59538076299543,,,,2,1,2,20262377,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,IFN-gamma Response,Thorsson2018_PanImmune_MS,218,,,0.0581679426967523,0.792142588847289,0.235294083579424,,,,1,1,3,20262378,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,IFN-gamma Response,Thorsson2018_PanImmune_MS,218,,,-0.0290863105768113,0.828023246492306,0.266068945466676,,,,1,1,6,20262378,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,IFN-gamma Response,Thorsson2018_PanImmune_MS,218,,,0.17715377446718,0.740416297889396,0.345514397953516,,,,2,1,3,20262378,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Indel Neoantigens,Thorsson2018_PanImmune_MS,170,,,-0.0118914651642272,1.62147043667831,0.0857597424491714,,,,1,1,1,20262379,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Indel Neoantigens,Thorsson2018_PanImmune_MS,170,,,-0.110728261222054,1.69881457937513,0.000902669316703657,,,,1,1,1,20262379,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Indel Neoantigens,Thorsson2018_PanImmune_MS,170,,,-0.0348479336745939,1.63976018397318,0.0789730976956191,,,,1,1,1,20262379,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,238,,,0.0654507327149049,0.147871090032575,0.34979577710358,,,,1,1,2,20262380,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,238,,,0.0218506958036871,0.151281126156281,0.31519042816701,,,,1,1,3,20262380,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,238,,,0.163869738183063,0.139868251131631,0.461489667324808,,,,1,1,1,20262380,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,250,,,0.323791356564766,0.145088899541209,0.607194739115826,,,,4,3,4,20262381,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,250,,,0.395790446507039,0.137147413579742,0.684841549464791,,,,3,3,4,20262381,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,250,,,0.51610825362273,0.12273486100725,0.724083905342486,,,,2,2,3,20262381,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,218,,,0.262452907668758,1.0962400900307,0.532764685288484,,,,4,3,4,20262382,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,218,,,0.297153180710383,1.07014134817888,0.57272834941973,,,,4,3,5,20262382,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,218,,,0.444168717275295,0.951661052023865,0.673882103020961,,,,4,3,4,20262382,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophage Regulation,Thorsson2018_PanImmune_MS,218,,,0.33103048186699,0.72845249809008,0.620666329408364,,,,4,3,4,20262383,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophage Regulation,Thorsson2018_PanImmune_MS,218,,,0.354668620475165,0.715466763881991,0.627626553678396,,,,3,3,4,20262383,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophage Regulation,Thorsson2018_PanImmune_MS,218,,,0.501859587106463,0.628599397559458,0.696669337513281,,,,3,2,3,20262383,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M0,Thorsson2018_PanImmune_MS,218,,,0.0447515719288166,0.11115081624721,0.337527976703455,,,,1,1,1,20262384,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M0,Thorsson2018_PanImmune_MS,218,,,0.0827978700199141,0.108914829959963,0.35228199061087,,,,1,1,2,20262384,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M0,Thorsson2018_PanImmune_MS,218,,,0.184174585284358,0.102719549417313,0.391383894954064,,,,2,2,3,20262384,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M1,Thorsson2018_PanImmune_MS,218,,,0.0322545329723252,0.0374115901033195,0.262862290335879,,,,1,1,1,20262385,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M1,Thorsson2018_PanImmune_MS,218,,,0.00407378079756671,0.0379523941338812,0.254241420887004,,,,1,1,1,20262385,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M1,Thorsson2018_PanImmune_MS,218,,,0.0608150827230467,0.0368554017139006,0.34293268917574,,,,1,1,3,20262385,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M2,Thorsson2018_PanImmune_MS,218,,,0.0374216917641401,0.161048357871999,0.31635198070737,,,,3,1,4,20262386,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M2,Thorsson2018_PanImmune_MS,218,,,0.076692551120163,0.157728958357427,0.349000401640515,,,,1,1,5,20262386,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Macrophages M2,Thorsson2018_PanImmune_MS,218,,,0.156317587272616,0.150774453704674,0.417348784668296,,,,1,1,2,20262386,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Mast Cells Activated,Thorsson2018_PanImmune_MS,218,,,0.00704977578005583,0.0322868348203859,0.179443642484693,,,,1,1,1,20262387,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Mast Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.0269422122801362,0.032834827244815,0.133799355658205,,,,1,1,1,20262387,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Mast Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.0238829137794179,0.0327858826886341,0.125353194944975,,,,1,1,1,20262387,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Mast Cells Resting,Thorsson2018_PanImmune_MS,218,,,0.0710570013450327,0.0918374241316863,0.365990146283739,,,,1,1,4,20262388,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Mast Cells Resting,Thorsson2018_PanImmune_MS,218,,,0.0964097754583055,0.0905755381575916,0.346978816581815,,,,1,1,4,20262388,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Mast Cells Resting,Thorsson2018_PanImmune_MS,218,,,0.181350274185605,0.0862132905775383,0.393905420994699,,,,1,1,1,20262388,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Monocytes,Thorsson2018_PanImmune_MS,218,,,0.0406037700890102,0.0509386485048077,0.272469383751059,,,,1,1,2,20262389,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Monocytes,Thorsson2018_PanImmune_MS,218,,,0.0292624327724671,0.0512388451612062,0.249867536638274,,,,1,1,1,20262389,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Monocytes,Thorsson2018_PanImmune_MS,218,,,0.0280229085332662,0.0512715478870842,0.27064871161319,,,,1,1,1,20262389,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,NK Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.0838720848384493,0.0300477752353486,-0.0282851035895103,,,,1,1,1,20262390,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,NK Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.114115341781065,0.0304641022040706,0.0155539337106142,,,,1,1,2,20262390,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,NK Cells Activated,Thorsson2018_PanImmune_MS,218,,,-0.266396923726141,0.032479417351871,-0.0135972121649178,,,,1,1,6,20262390,TRUE
