foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,selected_components_median,selected_components_min,selected_components_max,seed,common_cohort
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,NK Cells Resting,Thorsson2018_PanImmune_MS,218,,,-0.0346311968296815,0.0221614622280313,0.0944623097515619,,,,1,1,1,20262391,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,NK Cells Resting,Thorsson2018_PanImmune_MS,218,,,-0.0602391533968187,0.0224340429211634,0.0916037971846341,,,,1,1,1,20262391,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,NK Cells Resting,Thorsson2018_PanImmune_MS,218,,,-0.0973622935145329,0.0228234158863697,0.0453339713475432,,,,1,1,1,20262391,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Neutrophils,Thorsson2018_PanImmune_MS,218,,,-0.0267718215686188,0.00461508915997043,0.212788745347042,,,,1,1,1,20262392,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Neutrophils,Thorsson2018_PanImmune_MS,218,,,-0.0802590372189227,0.00473376919362287,0.192484075278254,,,,1,1,1,20262392,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Neutrophils,Thorsson2018_PanImmune_MS,218,,,-0.00149992302138791,0.0045579398021593,0.262592352693955,,,,1,1,1,20262392,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,242,,,-0.0402251188900158,0.456598329703939,0.110604368043766,,,,1,1,1,20262393,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,242,,,-0.0229226850460305,0.452785025107888,0.127760624114754,,,,1,1,1,20262393,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,242,,,0.0570188053054357,0.434732557468824,0.291585634572146,,,,1,1,1,20262393,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Number of Segments,Thorsson2018_PanImmune_MS,246,,,0.206110152994242,0.696078474678276,0.496054056852217,,,,1,1,4,20262394,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Number of Segments,Thorsson2018_PanImmune_MS,246,,,0.260538266190747,0.671793708769364,0.544616937923743,,,,2,1,2,20262394,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Number of Segments,Thorsson2018_PanImmune_MS,246,,,0.318392285888387,0.644978634575809,0.583255158789729,,,,2,2,3,20262394,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Plasma Cells,Thorsson2018_PanImmune_MS,218,,,-0.0532700238140555,0.0277967871659907,-0.0162787862810426,,,,1,1,1,20262395,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Plasma Cells,Thorsson2018_PanImmune_MS,218,,,-0.13145271133055,0.028809979110893,0.0177513847658844,,,,1,1,1,20262395,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Plasma Cells,Thorsson2018_PanImmune_MS,218,,,-0.0525186275460075,0.0277868703697017,0.0334422171064189,,,,1,1,1,20262395,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Proliferation,Thorsson2018_PanImmune_MS,218,,,0.0549388816508528,0.589141678111469,0.291633281084366,,,,2,1,2,20262396,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Proliferation,Thorsson2018_PanImmune_MS,218,,,-0.0488922960497322,0.620662129776351,0.261725397781925,,,,2,1,4,20262396,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Proliferation,Thorsson2018_PanImmune_MS,218,,,0.265685575569495,0.519314954775653,0.554655974786151,,,,4,3,5,20262396,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,SNV Neoantigens,Thorsson2018_PanImmune_MS,223,,,-0.0394069483083475,0.778344766629069,0.114632597839977,,,,1,1,1,20262397,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,SNV Neoantigens,Thorsson2018_PanImmune_MS,223,,,-0.0358743443897613,0.777020971368059,0.153482690756881,,,,1,1,1,20262397,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,SNV Neoantigens,Thorsson2018_PanImmune_MS,223,,,0.0962487343313158,0.725777768533173,0.353464000186162,,,,1,1,1,20262397,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Silent Mutation Rate,Thorsson2018_PanImmune_MS,242,,,-0.051593515192492,0.341819065972582,0.146867097609166,,,,1,1,1,20262398,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Silent Mutation Rate,Thorsson2018_PanImmune_MS,242,,,-0.066616721545838,0.344252043893558,0.129248619166013,,,,1,1,1,20262398,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Silent Mutation Rate,Thorsson2018_PanImmune_MS,242,,,-0.002646393442995,0.333769179769302,0.282354306408997,,,,1,1,1,20262398,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Stromal Fraction,Thorsson2018_PanImmune_MS,238,,,0.211728283801448,0.188860479359257,0.481218608059874,,,,3,2,4,20262399,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Stromal Fraction,Thorsson2018_PanImmune_MS,238,,,0.128287209257808,0.198604838560053,0.418055059764356,,,,3,1,3,20262399,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Stromal Fraction,Thorsson2018_PanImmune_MS,238,,,0.289177674265539,0.179342675962922,0.573305738858881,,,,2,2,3,20262399,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,218,,,-0.107448385853169,0.00661548800116503,0.0051407917091518,,,,1,1,1,20262400,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,218,,,-0.0849032826650435,0.00654780369210541,0.0524274403947837,,,,1,1,1,20262400,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,218,,,-0.0173511986245287,0.00634067640139976,0.162027667377414,,,,1,1,1,20262400,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,218,,,-0.00864122509772658,0.0694234373721344,0.246460392359009,,,,1,1,4,20262401,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,218,,,0.0601840688131298,0.0670130148957182,0.315311770655471,,,,1,1,1,20262401,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,218,,,0.0531185122981852,0.0672644458630329,0.292954807623603,,,,1,1,1,20262401,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,218,,,-0.0854969931474314,0.0262466594649835,-0.000859218217612641,,,,1,1,1,20262402,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,218,,,-0.0976794988574281,0.0263935313325503,0.0801950201541654,,,,1,1,1,20262402,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,218,,,-0.021489340644492,0.025461069578849,0.178203970082705,,,,1,1,1,20262402,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD8,Thorsson2018_PanImmune_MS,218,,,-0.00442411976723478,0.0784859165530701,0.0897273955734694,,,,1,1,1,20262403,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD8,Thorsson2018_PanImmune_MS,218,,,-0.00698473573134328,0.0785858964138656,0.255000894834475,,,,4,3,4,20262403,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells CD8,Thorsson2018_PanImmune_MS,218,,,0.0642759052326657,0.075754262422765,0.287009864856192,,,,2,2,4,20262403,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,218,,,0.0858576410314004,0.0305198692085318,0.294827701469608,,,,1,1,1,20262404,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,218,,,0.060806814929329,0.0309352206261952,0.269533115054827,,,,1,1,1,20262404,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,218,,,0.0523322519623118,0.0310744751181704,0.243812932032022,,,,1,1,1,20262404,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,218,,,-0.0911028712709825,0.0269188440797724,0.168414813289865,,,,1,1,3,20262405,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,218,,,-0.215546872055422,0.0284124976410379,0.141917021757519,,,,2,1,3,20262405,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,218,,,-0.0476452746896323,0.0263773211414498,0.18782361103877,,,,1,1,1,20262405,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells gamma delta,Thorsson2018_PanImmune_MS,218,,,-0.0375836264750404,0.00979678167454682,0.113868472903956,,,,1,1,1,20262406,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells gamma delta,Thorsson2018_PanImmune_MS,218,,,-0.0365276966208898,0.0097917954029696,0.132808322497765,,,,1,1,1,20262406,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,T Cells gamma delta,Thorsson2018_PanImmune_MS,218,,,-0.0226664632034637,0.00972610339076931,0.0961224378267677,,,,1,1,1,20262406,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Evenness,Thorsson2018_PanImmune_MS,157,,,0.0353185971733967,0.0681279463593992,0.29541273841272,,,,1,1,1,20262407,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Evenness,Thorsson2018_PanImmune_MS,157,,,0.0174811467871375,0.0687549215724468,0.211692856728261,,,,1,1,1,20262407,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Evenness,Thorsson2018_PanImmune_MS,157,,,-0.076353348429564,0.0719632515064696,0.249474479789378,,,,1,1,3,20262407,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Richness,Thorsson2018_PanImmune_MS,218,,,-0.175602424939882,30.0961273574542,0.247475577231187,,,,1,1,4,20262408,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Richness,Thorsson2018_PanImmune_MS,218,,,-0.12792745093327,29.479557656572,0.220752114496215,,,,1,1,4,20262408,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Richness,Thorsson2018_PanImmune_MS,218,,,0.120891108128375,26.0256578395535,0.407396628606875,,,,2,1,3,20262408,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Shannon,Thorsson2018_PanImmune_MS,188,,,-0.078976292626934,1.2579257470446,0.157503509987003,,,,1,1,3,20262409,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Shannon,Thorsson2018_PanImmune_MS,188,,,0.0762869457629238,1.16390516573445,0.359473260854125,,,,3,2,3,20262409,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TCR Shannon,Thorsson2018_PanImmune_MS,188,,,0.242796231250847,1.05379331335026,0.498927616176518,,,,2,2,4,20262409,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TGF-beta Response,Thorsson2018_PanImmune_MS,218,,,0.132521779993456,0.307686635822325,0.411322967508375,,,,3,1,6,20262410,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TGF-beta Response,Thorsson2018_PanImmune_MS,218,,,0.186021731124391,0.29804768214904,0.479606525286607,,,,2,1,3,20262410,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,TGF-beta Response,Thorsson2018_PanImmune_MS,218,,,0.342588422384947,0.267853926782207,0.60199488320733,,,,3,3,4,20262410,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th1 Cells,Thorsson2018_PanImmune_MS,218,,,0.136145192929793,660.990067321215,0.471555926468825,,,,4,3,6,20262411,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th1 Cells,Thorsson2018_PanImmune_MS,218,,,0.215671813233017,629.830180635925,0.497887551117209,,,,3,2,4,20262411,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th1 Cells,Thorsson2018_PanImmune_MS,218,,,0.302663385727366,593.876021806708,0.561711016992834,,,,2,2,3,20262411,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th17 Cells,Thorsson2018_PanImmune_MS,218,,,-0.122574268062985,1262.20016660453,-0.0482970389808354,,,,1,1,1,20262412,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th17 Cells,Thorsson2018_PanImmune_MS,218,,,-0.251197925771097,1332.55057046468,-0.19584124114118,,,,1,1,1,20262412,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th17 Cells,Thorsson2018_PanImmune_MS,218,,,-0.129099867550896,1265.86347764976,-0.0893437016590904,,,,1,1,2,20262412,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th2 Cells,Thorsson2018_PanImmune_MS,218,,,-0.000925582653984236,699.893425706997,0.211391413177627,,,,1,1,2,20262413,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th2 Cells,Thorsson2018_PanImmune_MS,218,,,0.0584146329821131,678.829753790255,0.306450744178531,,,,1,1,1,20262413,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Th2 Cells,Thorsson2018_PanImmune_MS,218,,,0.189911231813768,629.647269997035,0.448050552827438,,,,3,2,4,20262413,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Wound Healing,Thorsson2018_PanImmune_MS,218,,,0.125218116619355,0.169131457911374,0.411317019730699,,,,3,1,4,20262414,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Wound Healing,Thorsson2018_PanImmune_MS,218,,,0.130420812773548,0.168627759875142,0.414446768794874,,,,2,1,4,20262414,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SARC,Wound Healing,Thorsson2018_PanImmune_MS,218,,,0.352236332316916,0.145540142229328,0.588845722615748,,,,2,2,2,20262414,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Aneuploidy Score,Thorsson2018_PanImmune_MS,287,,,-0.0372113203541213,6.74880037284469,0.168971343360762,,,,1,1,4,20262415,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Aneuploidy Score,Thorsson2018_PanImmune_MS,287,,,-0.0031821330456554,6.63716863696708,0.247680312578439,,,,2,1,2,20262415,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Aneuploidy Score,Thorsson2018_PanImmune_MS,287,,,-0.01555956538171,6.67798837233974,0.220652290111568,,,,1,1,3,20262415,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,B Cells Memory,Thorsson2018_PanImmune_MS,291,,,-0.150365819020615,0.0533597459611437,0.0148760270981387,,,,2,1,2,20262416,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,B Cells Memory,Thorsson2018_PanImmune_MS,291,,,-0.164199914327106,0.053679634524931,-0.0327572573754344,,,,1,1,1,20262416,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,B Cells Memory,Thorsson2018_PanImmune_MS,291,,,-0.155323755499474,0.053474609333353,0.00302099147364609,,,,1,1,2,20262416,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,B Cells Naive,Thorsson2018_PanImmune_MS,291,,,-0.0697491562406871,0.0503116031179639,0.0109180678285652,,,,1,1,1,20262417,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,B Cells Naive,Thorsson2018_PanImmune_MS,291,,,-0.0899925413550524,0.0507854076187356,0.0333358697948793,,,,1,1,4,20262417,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,B Cells Naive,Thorsson2018_PanImmune_MS,291,,,0.0464059637060773,0.0475016770493543,0.264082542427949,,,,1,1,1,20262417,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Evenness,Thorsson2018_PanImmune_MS,193,,,-0.0770180343905416,0.148137260021215,0.11684238288553,,,,1,1,2,20262418,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Evenness,Thorsson2018_PanImmune_MS,193,,,-0.0909289947196197,0.14909087449924,0.149417766144971,,,,1,1,2,20262418,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Evenness,Thorsson2018_PanImmune_MS,193,,,-0.0421258581174793,0.145717900694136,0.111060106297741,,,,1,1,1,20262418,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Richness,Thorsson2018_PanImmune_MS,212,,,0.0838400014462136,59.3978342975885,0.29585904071447,,,,1,1,3,20262419,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Richness,Thorsson2018_PanImmune_MS,212,,,0.086071239032267,59.325460765063,0.347052592133363,,,,3,2,5,20262419,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Richness,Thorsson2018_PanImmune_MS,212,,,0.132245723651635,57.807385672178,0.41551839825606,,,,1,1,3,20262419,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Shannon,Thorsson2018_PanImmune_MS,212,,,0.0305594941838363,1.22193129995895,0.246108156391113,,,,1,1,1,20262420,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Shannon,Thorsson2018_PanImmune_MS,212,,,0.00351360055900729,1.23885904613685,0.243791183249158,,,,1,1,1,20262420,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,BCR Shannon,Thorsson2018_PanImmune_MS,212,,,0.12781411598395,1.15901948000256,0.420260374727116,,,,2,2,3,20262420,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,CTA Score,Thorsson2018_PanImmune_MS,96,,,-0.21241541323882,1.6047297926242,-0.105968529571351,,,,1,1,1,20262421,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,CTA Score,Thorsson2018_PanImmune_MS,96,,,-0.369465887233365,1.70550030138398,-0.0299647314161693,,,,1,1,5,20262421,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,CTA Score,Thorsson2018_PanImmune_MS,96,,,0.0204363919524388,1.44242257984683,0.172192078133478,,,,1,1,1,20262421,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,291,,,-0.0822930299585742,0.00938028973947677,-0.00700331282932629,,,,1,1,1,20262422,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,291,,,-0.145681118064714,0.0096510752114295,0.114427288197704,,,,1,1,2,20262422,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,291,,,0.0534470793120214,0.0087723564922137,0.331392519557278,,,,1,1,1,20262422,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,291,,,-0.00797423037028544,0.0122597667689637,0.107033192934621,,,,1,1,1,20262423,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,SKCM,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,291,,,-0.0713327495241904,0.0126392028534286,0.0878476966546811,,,,1,1,2,20262423,TRUE
