outer_fold,outer_test_positive,outer_test_negative,primary_component,primary_inner_ba,equal_component,equal_inner_ba,equal_threshold,optimized_component,optimized_inner_ba,optimized_threshold,outer_training_prior_positive,layer,foundation_model,family,tumor_type,endpoint
1,7,43,5,0.666789940828402,3,0.729536489151874,-1.95184488457513,2,0.771572978303747,-3.1626873645834,0.124352331606218,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,Cell Cycle
2,6,43,12,0.684497041420118,2,0.734201183431953,-1.91102289005487,12,0.798698224852071,-36.8629101718234,0.128865979381443,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,Cell Cycle
3,6,42,10,0.704117647058824,1,0.794705882352941,-1.91692261218206,3,0.841176470588235,-5.81510212209642,0.128205128205128,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,Cell Cycle
4,6,42,11,0.675882352941177,4,0.73,-1.91692261218206,4,0.802352941176471,-5.01098975954536,0.128205128205128,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,Cell Cycle
5,6,42,3,0.678823529411765,2,0.826470588235294,-1.91692261218206,2,0.826470588235294,-1.82832995114294,0.128205128205128,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,Cell Cycle
1,6,46,12,0.589251207729469,2,0.598913043478261,-2.05746263496106,8,0.706159420289855,-17.8157398290256,0.113300492610837,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,HIPPO
2,6,45,5,0.597285611337977,2,0.615541676675474,-2.06300281533668,19,0.699975978861398,-292.72556056423,0.112745098039216,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,HIPPO
3,6,45,15,0.564496757146289,2,0.656257506605813,-2.06300281533668,2,0.686524141244295,-4.62815234759857,0.112745098039216,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,HIPPO
4,6,45,3,0.613860196973337,2,0.613139562815277,-2.06300281533668,2,0.672471775162143,-2.66965527654034,0.112745098039216,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,HIPPO
5,5,45,5,0.579304788213628,2,0.640768876611418,-2.02044320091788,2,0.660336095764273,-2.53274192405403,0.117073170731707,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,HIPPO
1,7,45,3,0.59427374301676,1,0.636987895716946,-2.00933197549281,2,0.673417132216015,-5.18721265315239,0.118226600985222,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,NOTCH
2,6,45,11,0.543687150837989,3,0.547374301675978,-1.96850998097255,10,0.619329608938548,-23.7906409131009,0.122549019607843,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,NOTCH
3,6,45,3,0.617653631284916,2,0.644581005586592,-1.96850998097255,2,0.65854748603352,-1.54599846084134,0.122549019607843,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,NOTCH
4,6,45,3,0.577653631284916,1,0.611061452513967,-1.96850998097255,12,0.635754189944134,-9.06523012103186,0.122549019607843,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,NOTCH
5,6,44,15,0.575555555555556,15,0.59,-1.97408102602201,11,0.614444444444445,-15.6896925305378,0.121951219512195,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,NOTCH
1,5,47,15,0.52774064171123,1,0.533255347593583,-2.45851989461481,8,0.63903743315508,-27.7844538722775,0.0788177339901478,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,PI3K
2,4,47,1,0.494652406417112,5,0.483957219251337,-2.39789527279837,20,0.561497326203209,-301.41830555109,0.0833333333333333,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,PI3K
3,4,47,9,0.532085561497326,3,0.558823529411765,-2.39789527279837,8,0.628342245989305,-27.602010647493,0.0833333333333333,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,PI3K
4,4,47,1,0.497326203208556,1,0.655080213903743,-2.39789527279837,1,0.665775401069519,-2.2736688695745,0.0833333333333333,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,PI3K
5,4,46,9,0.526908635794744,10,0.521589486858573,-2.40322861877373,7,0.59261576971214,-19.2028153990909,0.0829268292682927,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,PI3K
1,9,43,5,0.661675579322638,5,0.662566844919786,-1.63929087558378,6,0.671390374331551,-0.891081566063573,0.16256157635468,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,RTK RAS
2,9,43,5,0.610338680926916,5,0.601960784313726,-1.63929087558378,2,0.669073083778966,-3.36016631183331,0.16256157635468,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,RTK RAS
3,8,43,5,0.65,5,0.655882352941176,-1.6094379124341,6,0.7,-4.04533958161019,0.166666666666667,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,RTK RAS
4,8,42,6,0.656174750601995,3,0.682748538011696,-1.6153030318865,4,0.712246302029584,-1.97380489139947,0.165853658536585,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,RTK RAS
5,8,42,7,0.694358445132439,6,0.706140350877193,-1.6153030318865,6,0.70906432748538,-0.516767358351444,0.165853658536585,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,RTK RAS
1,5,47,17,0.633438215102975,2,0.681636155606407,-2.27049677844255,1,0.689788329519451,-1.79966266315223,0.0935960591133005,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,WNT
2,5,46,9,0.535704125177809,9,0.535704125177809,-2.27591684591188,2,0.62972972972973,-7.13218350392652,0.0931372549019608,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,WNT
3,5,46,3,0.580938833570413,1,0.647652916073969,-2.27591684591188,19,0.70298719772404,-174.957227925951,0.0931372549019608,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,WNT
4,5,46,20,0.535704125177809,3,0.62475106685633,-2.27591684591188,2,0.688620199146515,-4.90994691864479,0.0931372549019608,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,WNT
5,4,46,13,0.567567567567568,3,0.607432432432433,-2.22462355152433,3,0.675,-5.40142105188239,0.0975609756097561,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,KIRP,WNT
1,39,57,16,0.633184523809524,19,0.636675824175824,-0.361790044605503,19,0.637248168498169,1.75640138473442,0.410526315789474,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,Cell Cycle
2,39,56,10,0.586538461538462,2,0.590427350427351,-0.366244394954883,20,0.600213675213675,9.79723151403857,0.409448818897638,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,Cell Cycle
3,39,56,14,0.601324786324786,9,0.604017094017094,-0.366244394954883,9,0.637478632478633,-1.67118929849865,0.409448818897638,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,Cell Cycle
4,39,56,11,0.578632478632479,2,0.593632478632479,-0.366244394954883,2,0.600769230769231,-0.467093515378101,0.409448818897638,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,Cell Cycle
5,39,56,15,0.616367521367521,14,0.621794871794872,-0.366244394954883,13,0.632606837606838,-1.27241920414028,0.409448818897638,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,Cell Cycle
1,76,21,7,0.776066495538443,3,0.780100232245447,1.31928365083693,5,0.814081408140814,3.50396934540759,0.7890625,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,HIPPO
2,76,21,6,0.777716660554944,8,0.787556533431121,1.31928365083693,5,0.810108788656643,2.20902847691338,0.7890625,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,HIPPO
3,76,20,6,0.762476857441842,3,0.761108427915962,1.30701355824512,9,0.782057474040087,1.52400024781396,0.787012987012987,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,HIPPO
4,76,20,6,0.749637768654914,7,0.790308299122595,1.30701355824512,6,0.796908959188602,0.886819477918499,0.787012987012987,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,HIPPO
5,75,20,10,0.768212451861361,6,0.782734274711168,1.31030845414197,9,0.800746148908858,2.8485983266499,0.787564766839378,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,HIPPO
1,6,91,6,0.52611752887996,3,0.588648920140633,-2.80060175846746,3,0.663360120542441,-4.54444766907576,0.0572916666666667,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,MYC
2,6,91,1,0.5,1,0.553992968357609,-2.80060175846746,1,0.657584128578604,-3.74364750968012,0.0572916666666667,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,MYC
3,6,91,2,0.518583626318433,2,0.517579105976896,-2.80060175846746,1,0.595052737317931,-3.27630184012378,0.0572916666666667,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,MYC
4,5,90,1,0.49862258953168,2,0.547490717451192,-2.7589086183357,2,0.600790513833992,-3.52885227603756,0.0595854922279793,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,MYC
5,5,90,20,0.523895077254761,1,0.561743921427716,-2.7589086183357,3,0.684992214636483,-4.30481274938014,0.0595854922279793,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,MYC
1,24,73,20,0.536458333333333,1,0.576388888888889,-1.09861228866811,1,0.604166666666667,-1.26912875841873,0.25,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,NOTCH
2,24,72,1,0.49486375432526,2,0.519788062283737,-1.1020784966446,1,0.54364907727797,-0.514225922457264,0.249350649350649,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,NOTCH
3,24,72,14,0.535196799307959,1,0.549362024221453,-1.1020784966446,1,0.575746107266436,-1.48112663095553,0.249350649350649,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,NOTCH
4,24,72,3,0.51239907727797,3,0.495386389850058,-1.1020784966446,1,0.536548442906574,-0.176060715656153,0.249350649350649,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,NOTCH
5,24,72,1,0.50182021337947,1,0.590866493656286,-1.1020784966446,1,0.601247116493656,-1.06526961450007,0.249350649350649,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,NOTCH
1,23,74,9,0.564172335600907,2,0.596938775510204,-1.18377009700842,2,0.626530612244898,-1.39267070243279,0.234375,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,PI3K
2,23,74,7,0.595691609977324,7,0.60702947845805,-1.18377009700842,7,0.609977324263039,-0.893724824735746,0.234375,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,PI3K
3,23,74,20,0.605668934240363,2,0.609297052154195,-1.18377009700842,2,0.639002267573696,-1.57612663103452,0.234375,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,PI3K
4,22,73,9,0.564891041162228,2,0.591320543862917,-1.17611584982297,1,0.61190165766437,-1.37451444871956,0.235751295336788,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,PI3K
5,22,73,2,0.579791395045632,5,0.586291674427268,-1.17611584982297,7,0.593425218848948,-1.80269487781096,0.235751295336788,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,PI3K
1,27,70,9,0.67109500805153,8,0.699476650563607,-0.93826963859293,8,0.709943639291465,-1.35522520357859,0.28125,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,RTK RAS
2,27,69,8,0.685018050541516,5,0.685486027543789,-0.941886279063119,12,0.703837411418639,-3.84748896817318,0.280519480519481,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,RTK RAS
3,27,69,3,0.676310335606364,4,0.685402460221955,-0.941886279063119,5,0.696383206311004,-1.48233007899956,0.280519480519481,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,RTK RAS
4,27,69,5,0.642565851049606,7,0.648131434683781,-0.941886279063119,5,0.675274100815617,-1.45132136393902,0.280519480519481,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,RTK RAS
5,27,69,9,0.679602888086643,6,0.698823372108571,-0.941886279063119,6,0.716790346302982,-1.2419928355485,0.280519480519481,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,RTK RAS
1,26,71,2,0.611126373626374,1,0.645879120879121,-0.990398704027877,3,0.68021978021978,-1.91758213704719,0.270833333333333,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TGF-Beta
2,26,70,1,0.569651656173009,3,0.609807007938681,-0.993963770192373,2,0.650424308787298,-1.31464944631034,0.27012987012987,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TGF-Beta
3,26,70,2,0.59084998631262,1,0.62120175198467,-0.993963770192373,2,0.645650834930194,-1.53703938578672,0.27012987012987,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TGF-Beta
4,26,70,16,0.635060224473036,3,0.659286887489734,-0.993963770192373,3,0.687602655351766,-1.0931672576725,0.27012987012987,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TGF-Beta
5,26,70,10,0.59357035313441,1,0.653606624692034,-0.993963770192373,1,0.662879824801533,-1.14683240129456,0.27012987012987,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TGF-Beta
1,50,47,3,0.778836754643206,3,0.779162593678723,0.0625203569813339,3,0.785679374389052,0.41248053141019,0.515625,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TP53
2,50,47,7,0.789589442815249,3,0.791951775822744,0.0625203569813339,3,0.801564027370479,-0.145421549487103,0.515625,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TP53
3,50,47,7,0.797979797979798,7,0.798305637015314,0.0625203569813339,6,0.812235255783643,0.489792361323212,0.515625,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TP53
4,49,46,5,0.787520490151291,5,0.792868083734179,0.0621962078699058,6,0.794252008706635,-0.474749747269229,0.515544041450777,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TP53
5,49,46,3,0.776986536962889,3,0.774635208126193,0.0621962078699058,4,0.793607072797141,-0.687546632074963,0.515544041450777,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,TP53
1,27,70,4,0.674862637362637,2,0.709065934065934,-0.990398704027877,3,0.720741758241758,-1.52736380327968,0.270833333333333,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,WNT
2,26,70,3,0.695238095238095,3,0.723214285714286,-0.980829253011726,3,0.736904761904762,-1.37251784499651,0.272727272727273,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,WNT
3,26,70,4,0.653571428571429,2,0.706547619047619,-0.980829253011726,2,0.714285714285714,-1.02422675798419,0.272727272727273,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,WNT
4,26,70,3,0.683928571428571,3,0.730952380952381,-0.980829253011726,3,0.745238095238095,-1.2409547931882,0.272727272727273,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,WNT
5,26,70,5,0.661309523809524,3,0.71547619047619,-0.980829253011726,3,0.72202380952381,-1.2406101079205,0.272727272727273,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LGG,WNT
1,46,21,16,0.650865758114425,12,0.653038383040358,0.790645545044823,18,0.666074132595958,-16.9981722896501,0.68796992481203,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,Cell Cycle
2,46,21,6,0.621798670090197,6,0.621304891697939,0.790645545044823,12,0.626835209691224,2.36613980365564,0.68796992481203,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,Cell Cycle
3,46,21,4,0.626143919942063,12,0.629501613009415,0.790645545044823,9,0.672855355849628,3.13044638536061,0.68796992481203,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,Cell Cycle
4,46,21,12,0.649186911580749,12,0.652478767529133,0.790645545044823,11,0.655770623477517,1.59754858553093,0.68796992481203,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,Cell Cycle
5,45,20,18,0.620729813664596,4,0.641174948240166,0.784118958765672,7,0.67675983436853,2.46077454695109,0.686567164179104,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,Cell Cycle
1,9,58,8,0.585319472616633,1,0.632860040567951,-1.92037684705015,2,0.65973630831643,-2.65442541694294,0.12781954887218,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,HIPPO
2,9,58,19,0.546146044624747,18,0.550456389452333,-1.92037684705015,16,0.593813387423935,-8.62535706663457,0.12781954887218,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,HIPPO
3,9,58,13,0.532200811359027,13,0.531820486815416,-1.92037684705015,6,0.573149087221095,-6.40516581204152,0.12781954887218,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,HIPPO
4,8,58,18,0.576046798029557,2,0.580665024630542,-1.8913893101769,2,0.65320197044335,-2.61738814646035,0.131086142322097,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,HIPPO
5,8,58,2,0.512684729064039,1,0.541871921182266,-1.8913893101769,1,0.559913793103448,-1.62813060843664,0.131086142322097,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,HIPPO
1,12,55,18,0.568042813455658,11,0.578459480122324,-1.5132940518812,1,0.620890672782875,-1.58647940981662,0.180451127819549,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,MYC
2,12,55,5,0.525993883792049,1,0.573203363914373,-1.5132940518812,1,0.604548929663609,-2.19827876109031,0.180451127819549,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,MYC
3,12,55,20,0.554090214067278,1,0.565080275229358,-1.5132940518812,11,0.62098623853211,-15.8254901201737,0.180451127819549,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,MYC
4,12,54,16,0.559075342465753,2,0.583333333333333,-1.51787071890861,1,0.634275114155251,-1.964398997922,0.179775280898876,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,MYC
5,12,54,5,0.529823059360731,1,0.577768264840183,-1.51787071890861,1,0.615724885844749,-2.00331256201189,0.179775280898876,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,MYC
1,18,50,3,0.559010152284264,1,0.586518363690654,-1.06369602356188,1,0.619438638399522,-1.32926109376418,0.256603773584906,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NOTCH
2,17,50,9,0.566946222320312,1,0.591149856543809,-1.04909722414073,1,0.603104539101008,-1.08134268314937,0.259398496240602,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NOTCH
3,17,49,11,0.621102327624067,11,0.628019323671498,-1.05416052609728,11,0.634936319718928,-1.70121477710519,0.258426966292135,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NOTCH
4,17,49,9,0.541062801932367,10,0.539745278875714,-1.05416052609728,1,0.579161176987264,-1.43341070173611,0.258426966292135,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NOTCH
5,17,49,4,0.538537549407115,1,0.549077733860343,-1.05416052609728,1,0.565985946420729,-1.31326849377085,0.258426966292135,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NOTCH
1,5,63,15,0.542419678714859,19,0.561621485943775,-2.74486417422493,14,0.565637550200803,-3.45190052373213,0.060377358490566,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NRF2
2,4,63,1,0.495983935742972,11,0.479210961493031,-2.68423955240849,4,0.610678006142216,-6.5968706263298,0.0639097744360902,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NRF2
3,4,62,4,0.509411764705882,8,0.479411764705882,-2.68824757380603,3,0.555294117647059,-5.1264853364431,0.0636704119850187,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NRF2
4,4,62,1,0.5,9,0.502823529411765,-2.68824757380603,8,0.572117647058824,-12.200012202906,0.0636704119850187,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NRF2
5,4,62,1,0.496,2,0.482235294117647,-2.68824757380603,18,0.552588235294118,-152.915165249521,0.0636704119850187,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,NRF2
1,17,50,7,0.591239780994525,10,0.568251706292657,-1.08861220533353,18,0.616552913822846,-39.9626298103876,0.25187969924812,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,PI3K
2,17,50,14,0.605940148503713,14,0.600915022875572,-1.08861220533353,10,0.627878196954924,-3.0838619050429,0.25187969924812,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,PI3K
3,17,50,20,0.545863646591165,20,0.550813770344259,-1.08861220533353,2,0.573501837545939,-0.517919724471039,0.25187969924812,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,PI3K
4,17,50,17,0.535963399084977,1,0.547926198154954,-1.08861220533353,1,0.569339233480837,-1.59215316759819,0.25187969924812,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,PI3K
5,16,49,8,0.527647058823529,1,0.545147058823529,-1.07880966137193,1,0.604705882352941,-1.66191255146576,0.253731343283582,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,PI3K
1,15,52,1,0.521861950380742,1,0.564562351592565,-1.25518134935965,1,0.569393269466961,-1.22500423898589,0.221804511278196,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,RTK RAS
2,15,52,8,0.540203062310653,1,0.562146892655367,-1.25518134935965,1,0.597314337181692,-1.38506743093452,0.221804511278196,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,RTK RAS
3,15,52,5,0.548595758617866,1,0.631089822320478,-1.25518134935965,1,0.62867436338328,-1.2437337650152,0.221804511278196,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,RTK RAS
4,15,52,3,0.55219847703267,2,0.591091459919758,-1.25518134935965,1,0.606730533038566,-0.812009405313947,0.221804511278196,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,RTK RAS
5,14,51,3,0.54599358974359,4,0.59775641025641,-1.24319351747922,1,0.611057692307692,-0.933059780722644,0.223880597014925,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,RTK RAS
1,5,62,6,0.534412955465587,4,0.560728744939271,-2.56494935746154,10,0.647773279352227,-25.2482608434604,0.0714285714285714,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TGF-Beta
2,5,62,16,0.58502024291498,17,0.580971659919028,-2.56494935746154,13,0.6417004048583,-47.3626144378127,0.0714285714285714,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TGF-Beta
3,5,62,10,0.52834008097166,1,0.6417004048583,-2.56494935746154,6,0.661943319838057,-14.8740649437759,0.0714285714285714,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TGF-Beta
4,5,62,7,0.52834008097166,3,0.530364372469636,-2.56494935746154,20,0.647773279352227,-121.628496732425,0.0714285714285714,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TGF-Beta
5,4,61,16,0.542741935483871,14,0.565725806451613,-2.51769647261099,7,0.604032258064516,-13.5943419933572,0.0746268656716418,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TGF-Beta
1,26,42,7,0.620606060606061,8,0.613484848484849,-0.500775287912489,9,0.64469696969697,-3.19293360644874,0.377358490566038,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TP53
2,25,42,3,0.604590459045905,3,0.631473147314732,-0.490824957059321,2,0.670987098709871,-0.939363232011715,0.379699248120301,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TP53
3,25,41,12,0.590898246451151,1,0.615650721698676,-0.496867271515284,3,0.665632828343075,-1.73903364455447,0.378277153558052,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TP53
4,25,41,8,0.631784563998569,2,0.668167720386497,-0.496867271515284,2,0.668167720386497,-0.488717217627094,0.378277153558052,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TP53
5,25,41,6,0.594119050459263,6,0.595848741500656,-0.496867271515284,3,0.619378504115472,-1.92294390090716,0.378277153558052,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,TP53
1,29,38,2,0.548045977011494,4,0.550574712643678,-0.257045102989891,4,0.570919540229885,-0.904353715792281,0.43609022556391,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,WNT
2,29,38,2,0.605287356321839,4,0.595862068965517,-0.257045102989891,2,0.619827586206897,0.31102864312449,0.43609022556391,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,WNT
3,29,38,4,0.617241379310345,4,0.611724137931035,-0.257045102989891,4,0.618218390804598,-0.0287465096324404,0.43609022556391,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,WNT
4,29,37,4,0.593685773007536,5,0.581496917104362,-0.26368964570856,4,0.603619547841973,0.0642312081544409,0.434456928838951,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,WNT
5,29,37,16,0.605988810230646,6,0.607986983329527,-0.26368964570856,6,0.6166076729847,-0.292163623333339,0.434456928838951,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LIHC,WNT
1,51,35,4,0.587315222448907,4,0.584595010558717,0.368830974928384,4,0.599216149468485,0.051156503661517,0.591176470588235,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,Cell Cycle
2,51,35,15,0.568828519274133,2,0.572157199613444,0.368830974928384,2,0.588997458749418,0.16238490778452,0.591176470588235,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,Cell Cycle
3,50,35,16,0.574043735308783,12,0.579884607165753,0.373793764270513,16,0.590444476102286,1.36800337358603,0.592375366568915,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,Cell Cycle
4,50,35,8,0.598101716646485,8,0.587969228577534,0.373793764270513,4,0.609943728185768,0.96896137237206,0.592375366568915,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,Cell Cycle
5,50,34,4,0.616902404526167,4,0.621251768033946,0.366625274791901,4,0.632779349363508,0.523546703296737,0.590643274853801,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,Cell Cycle
1,21,70,2,0.532142857142857,6,0.571428571428571,-1.25276296849537,2,0.611607142857143,-2.61010175181733,0.222222222222222,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,HIPPO
2,20,70,1,0.522751322751323,3,0.50952380952381,-1.24034044849681,3,0.544510582010582,-2.15538053220065,0.224376731301939,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,HIPPO
3,20,70,3,0.533818342151676,3,0.547376543209877,-1.24034044849681,2,0.574470899470899,-0.871717670228894,0.224376731301939,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,HIPPO
4,20,70,8,0.558046737213404,7,0.568143738977072,-1.24034044849681,7,0.577072310405644,-1.08335585593686,0.224376731301939,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,HIPPO
5,20,70,4,0.578505291005291,5,0.582936507936508,-1.24034044849681,3,0.606900352733686,-2.38338509542896,0.224376731301939,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,HIPPO
1,21,70,6,0.535620284260397,7,0.550535181610809,-1.22090186642638,13,0.568038252324969,-3.08202644138461,0.227777777777778,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,MYC
2,21,70,16,0.567117038076856,5,0.576723986664327,-1.22090186642638,7,0.597122302158273,-1.91114980338692,0.227777777777778,matched three-representation atlas,ProvGigaPath,oncogenic_pathway,LUAD,MYC
