family,tumor_type,endpoint,repeat,outer_fold,selected_components,outer_training_positive,outer_training_negative,outer_test_positive,outer_test_negative,inner_folds,minimum_inner_training_positive,minimum_inner_training_negative,minimum_inner_validation_positive,minimum_inner_validation_negative,seed
driver_mutation,KIRC,SETD2,1,5,14,38,245,9,61,5,30,196,7,49,20270859
driver_mutation,KIRC,SETD2,2,1,12,37,244,10,62,5,29,195,7,48,20280859
driver_mutation,KIRC,SETD2,2,2,6,37,245,10,61,5,29,196,7,49,20280859
driver_mutation,KIRC,SETD2,2,3,11,38,245,9,61,5,30,196,7,49,20280859
driver_mutation,KIRC,SETD2,2,4,14,38,245,9,61,5,30,196,7,49,20280859
driver_mutation,KIRC,SETD2,2,5,15,38,245,9,61,5,30,196,7,49,20280859
driver_mutation,KIRC,SETD2,3,1,5,37,244,10,62,5,29,195,7,48,20290859
driver_mutation,KIRC,SETD2,3,2,9,37,245,10,61,5,29,196,7,49,20290859
driver_mutation,KIRC,SETD2,3,3,9,38,245,9,61,5,30,196,7,49,20290859
driver_mutation,KIRC,SETD2,3,4,13,38,245,9,61,5,30,196,7,49,20290859
