outcome_type,family,tumor_type,endpoint,highlighted,model_n,high_volume,subgroup_variable,subgroup,subgroup_n,positive,negative,denominator_adequate,reason,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc
continuous,thorsson,LGG,Wound Healing,FALSE,488,TRUE,Recorded sex,MALE,271,,,TRUE,performance estimated,0.266845937286016,0.102915268966999,0.419928616431499,,,,,
continuous,thorsson,LGG,Wound Healing,FALSE,488,TRUE,Recorded sex,Missing,1,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Broad race,Asian,156,,,TRUE,performance estimated,0.129417392860907,9.72012037190393,0.428172562789693,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.184526756789045,9.56941647784333,0.51752548347718,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Recorded sex,FEMALE,112,,,TRUE,performance estimated,0.301042376887151,8.60053569650596,0.556090706528346,,,,,
continuous,thorsson,LIHC,Homologous Recombination Defects,FALSE,350,TRUE,Recorded sex,MALE,238,,,TRUE,performance estimated,0.161646289391323,10.1079660928482,0.471633104856865,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Broad race,Asian,161,,,TRUE,performance estimated,0.449741876767621,0.110052603954808,0.633666896710375,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Broad race,White,177,,,TRUE,performance estimated,0.330052157100248,0.105887146484678,0.670373608490158,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Recorded sex,FEMALE,119,,,TRUE,performance estimated,0.401053944550363,0.107426517821102,0.633486682808717,,,,,
continuous,thorsson,LIHC,Leukocyte Fraction,FALSE,363,TRUE,Recorded sex,MALE,244,,,TRUE,performance estimated,0.388307783456583,0.108091251168701,0.663662565208233,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.424989112159255,0.82564311295891,0.566015043541854,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.21682270875179,0.88028558524723,0.527241310725474,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.32823424678427,0.879323169866268,0.533523798831329,,,,,
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.337710040344367,0.837649669600414,0.564301960331073,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.400659040680058,0.529783927588811,0.566390485557132,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.352924651441167,0.515504928013885,0.610645051616803,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.382092923569887,0.553284578286795,0.596413600372613,,,,,
continuous,thorsson,LIHC,Macrophage Regulation,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.364944043401867,0.510544026432903,0.587695709472191,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.338176966002142,0.56638252886284,0.602533775303906,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.423846228116977,0.564965908032312,0.691742827308438,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.38046497295726,0.524860714807008,0.668191496440216,,,,,
continuous,thorsson,LIHC,Proliferation,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.423346746465061,0.584762408998686,0.650557294047326,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Broad race,Asian,155,,,TRUE,performance estimated,0.368217563092241,0.1421719354501,0.63571973271701,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Broad race,White,168,,,TRUE,performance estimated,0.280329853809925,0.164462370822422,0.558010145840442,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Recorded sex,FEMALE,111,,,TRUE,performance estimated,0.349533413411076,0.155248741622116,0.633690412626121,,,,,
continuous,thorsson,LIHC,Stromal Fraction,FALSE,348,TRUE,Recorded sex,MALE,237,,,TRUE,performance estimated,0.24561344004195,0.16072973779431,0.52609505771224,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Broad race,Asian,135,,,TRUE,performance estimated,0.28446486674521,0.926519493497378,0.488726916237084,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Broad race,Black or African American,12,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Broad race,Missing,8,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Broad race,White,143,,,TRUE,performance estimated,0.169096166552266,0.929344348184494,0.461283729864559,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Recorded sex,FEMALE,95,,,TRUE,performance estimated,0.168943800495449,0.985237546138595,0.41381527490236,,,,,
continuous,thorsson,LIHC,TCR Shannon,FALSE,299,TRUE,Recorded sex,MALE,204,,,TRUE,performance estimated,0.248992387954329,0.911738568578199,0.498682974279952,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.427795190358923,0.328445543261478,0.649698642140955,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.287311705826248,0.347827755683742,0.559063396976461,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.417573831699178,0.328676154499253,0.665654454835541,,,,,
continuous,thorsson,LIHC,TGF-beta Response,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.298141471549912,0.349895973629927,0.547628410161289,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.31846115968509,1341.45267519398,0.509788715146518,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.125011918561489,1289.49232086931,0.351457411366914,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.287700797759196,1405.60591626282,0.543241399960077,,,,,
continuous,thorsson,LIHC,Th17 Cells,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.192256163288689,1229.35831403085,0.343896839070356,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.240804987108102,532.135170652442,0.519179017857822,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.246127075947684,453.369019780295,0.470682710954204,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.204498745415693,425.196837458244,0.484436755605829,,,,,
continuous,thorsson,LIHC,Th2 Cells,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.255907375917367,532.143153318481,0.490670686684716,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Broad race,Asian,158,,,TRUE,performance estimated,0.39543987728062,0.133472205828294,0.566403463648582,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Broad race,Black or African American,14,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Broad race,Missing,9,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Broad race,Other recorded race,2,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Broad race,White,169,,,TRUE,performance estimated,0.320943370051979,0.122110504215552,0.588967032133845,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Recorded sex,FEMALE,113,,,TRUE,performance estimated,0.28412982634432,0.123702187778819,0.587237900395423,,,,,
continuous,thorsson,LIHC,Wound Healing,FALSE,352,TRUE,Recorded sex,MALE,239,,,TRUE,performance estimated,0.403508011294722,0.132291409786901,0.575453299261029,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Broad race,Black or African American,50,,,TRUE,performance estimated,0.191723885043735,0.238624045029339,0.494376950780312,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Broad race,Missing,54,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Broad race,White,347,,,TRUE,performance estimated,0.219606360617115,0.218222449578755,0.487372386336025,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Recorded sex,FEMALE,247,,,TRUE,performance estimated,0.180605865527759,0.225172196408369,0.462795242357543,,,,,
continuous,thorsson,LUAD,Fraction Altered,FALSE,459,TRUE,Recorded sex,MALE,212,,,TRUE,performance estimated,0.214923829324983,0.220392407686551,0.473906696910426,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Broad race,Black or African American,49,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Broad race,Missing,51,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Broad race,White,341,,,TRUE,performance estimated,0.277009869686483,12.9138584939441,0.556320657580906,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Recorded sex,FEMALE,240,,,TRUE,performance estimated,0.266799081985073,12.9302179013479,0.538549227776476,,,,,
continuous,thorsson,LUAD,Homologous Recombination Defects,FALSE,449,TRUE,Recorded sex,MALE,209,,,TRUE,performance estimated,0.287197074214053,13.007491025068,0.564905750529005,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Broad race,Black or African American,50,,,TRUE,performance estimated,0.248277446905459,0.110440314308683,0.48734693877551,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Broad race,Missing,54,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Broad race,White,347,,,TRUE,performance estimated,0.43753561865103,0.0963464513276066,0.65062729084226,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Recorded sex,FEMALE,247,,,TRUE,performance estimated,0.337493322511483,0.100348865736153,0.585889844140703,,,,,
continuous,thorsson,LUAD,Leukocyte Fraction,FALSE,460,TRUE,Recorded sex,MALE,213,,,TRUE,performance estimated,0.428383533352535,0.096513147542627,0.607289620282088,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Broad race,White,310,,,TRUE,performance estimated,0.31919977834877,0.695123975287786,0.562503942507676,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Recorded sex,FEMALE,225,,,TRUE,performance estimated,0.212764081881862,0.751651778736052,0.481016434892541,,,,,
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,FALSE,410,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.299873264946217,0.703827088888337,0.544143838505076,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Broad race,White,310,,,TRUE,performance estimated,0.304380390568633,0.474056721646199,0.548289892726569,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Recorded sex,FEMALE,225,,,TRUE,performance estimated,0.205081838838474,0.488006533793409,0.450106892787596,,,,,
continuous,thorsson,LUAD,Macrophage Regulation,FALSE,410,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.314088174670361,0.475026584900511,0.571904021833896,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Broad race,Black or African American,50,,,TRUE,performance estimated,0.0398567207455432,0.856401919290656,0.367030012004802,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Broad race,Missing,54,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Broad race,White,347,,,TRUE,performance estimated,0.26090846808765,0.71562365352806,0.544023012249923,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Recorded sex,FEMALE,248,,,TRUE,performance estimated,0.327137669843573,0.687816568450049,0.587962821640486,,,,,
continuous,thorsson,LUAD,Nonsilent Mutation Rate,FALSE,460,TRUE,Recorded sex,MALE,212,,,TRUE,performance estimated,0.141108062285411,0.785217355997252,0.469277962550689,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Broad race,Black or African American,50,,,TRUE,performance estimated,0.252250362381622,0.474966777889834,0.63732380634136,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Broad race,Missing,54,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Broad race,White,347,,,TRUE,performance estimated,0.260168275261125,0.504471816151829,0.507259025573319,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Recorded sex,FEMALE,247,,,TRUE,performance estimated,0.212398368205302,0.539298079250877,0.467801529042008,,,,,
continuous,thorsson,LUAD,Number of Segments,FALSE,459,TRUE,Recorded sex,MALE,212,,,TRUE,performance estimated,0.285473362806965,0.472643884055448,0.558352669737811,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Broad race,White,310,,,TRUE,performance estimated,0.56067308951761,0.436941076207011,0.755722542898601,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Recorded sex,FEMALE,225,,,TRUE,performance estimated,0.492995715947418,0.43904421428695,0.723471554993679,,,,,
continuous,thorsson,LUAD,Proliferation,FALSE,410,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.510255543230294,0.475742030444178,0.726091505249991,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Broad race,Black or African American,50,,,TRUE,performance estimated,-0.0513507203339024,1.24931824565681,0.347711666589679,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Broad race,Missing,53,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Broad race,White,339,,,TRUE,performance estimated,0.282797199520558,0.907246738421988,0.532116381001267,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Recorded sex,FEMALE,243,,,TRUE,performance estimated,0.28857475767638,0.924712884916747,0.559349171665524,,,,,
continuous,thorsson,LUAD,SNV Neoantigens,FALSE,450,TRUE,Recorded sex,MALE,207,,,TRUE,performance estimated,0.176057220116149,1.01139168147229,0.471196677909249,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Broad race,Black or African American,50,,,TRUE,performance estimated,0.0166946266102278,0.631669684641699,0.300840336134454,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Broad race,Missing,54,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Broad race,White,347,,,TRUE,performance estimated,0.246906491597268,0.513855554124946,0.537247231817386,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Recorded sex,FEMALE,248,,,TRUE,performance estimated,0.295484241068042,0.5002141265178,0.558197821624334,,,,,
continuous,thorsson,LUAD,Silent Mutation Rate,FALSE,460,TRUE,Recorded sex,MALE,212,,,TRUE,performance estimated,0.137898616227738,0.56107743007262,0.465724781492046,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Broad race,Black or African American,49,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Broad race,Missing,50,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Broad race,White,335,,,TRUE,performance estimated,0.258622045355362,0.149131446477198,0.512245809838957,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Recorded sex,FEMALE,236,,,TRUE,performance estimated,0.160236062528514,0.154949498200223,0.425478530929036,,,,,
continuous,thorsson,LUAD,Stromal Fraction,FALSE,442,TRUE,Recorded sex,MALE,206,,,TRUE,performance estimated,0.320782723436275,0.143711509421153,0.578469177950449,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Broad race,White,309,,,TRUE,performance estimated,0.229947023771327,0.807419106355519,0.476012668671343,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Recorded sex,FEMALE,223,,,TRUE,performance estimated,0.147548331042436,0.826322441445166,0.397503793162915,,,,,
continuous,thorsson,LUAD,TCR Shannon,FALSE,408,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.281061085407394,0.773234411756903,0.532808438735258,,,,,
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
