outcome_type,family,tumor_type,endpoint,highlighted,model_n,high_volume,subgroup_variable,subgroup,subgroup_n,positive,negative,denominator_adequate,reason,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Broad race,White,145,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,FALSE,176,FALSE,Recorded sex,MALE,76,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
